log_id,no_mfa,mfa_absent,principal_type_prior_risk,principal_type_idx,has_access_key,action_velocity,is_new_action,session_duration_normalized,events_per_minute_normalized,time_sin,time_cos,is_weekend,is_off_hours,action_risk_prior,event_name_idx,event_source_idx,is_write_action,read_only_absent,has_error,is_access_denied,is_iam_event,is_recon_action,is_defense_evasion,is_get_caller_identity,is_malicious_user_agent,is_public_ip,params_length_normalized,targets_sensitive_resource,is_non_default_region,is_create_key,is_secrets_or_kms,is_permission_modification,policy_statement_count_normalized,has_wildcard_action,has_wildcard_resource,privileged_action_reach,label
invictus_enriched.csv:10,0,1,0.8,2,1,1.0,0,0.0030555555555555557,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0.19466666666666665,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:11,0,1,0.8,2,1,1.0,0,0.0030555555555555557,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,5,4,0,0,0,0,0,1,0,0,0,0,0.14533333333333334,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:12,0,1,0.8,2,1,1.0,0,0.0030555555555555557,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.18933333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:13,0,1,0.8,2,1,0.9997222222222222,0,0.0033333333333333335,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0.16533333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:14,0,1,0.8,2,1,0.9997222222222222,0,0.003611111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.16,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:15,0,1,0.8,2,1,1.0,0,0.003611111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,3,4,0,0,0,0,0,1,0,0,0,0,0.164,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:16,0,1,0.8,2,1,1.0,0,0.003611111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,5,4,0,0,0,0,0,1,0,0,0,0,0.13066666666666665,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:17,0,0,0.8,2,1,0.9991666666666666,1,0.0044444444444444444,1.0,0.258819045102521,-0.9659258262890682,0,0,0.2,6,4,0,0,0,0,0,1,0,0,0,0,0.037333333333333336,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:18,0,0,0.8,2,1,0.9997222222222222,1,0.004722222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,7,4,0,0,0,0,0,1,0,0,0,0,0.07866666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:19,0,0,0.8,2,1,1.0,1,0.004722222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,8,4,0,0,0,0,0,1,0,0,0,1,0.128,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:20,0,0,0.8,2,1,0.9997222222222222,0,0.005,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,8,4,0,0,0,0,0,1,0,0,0,1,0.128,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:21,0,0,0.8,2,1,1.0,0,0.005,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,7,4,0,0,0,0,0,1,0,0,0,1,0.07866666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:22,0,0,0.8,2,1,0.9994444444444445,1,0.005555555555555556,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,9,0,0,0,0,0,0,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:23,0,0,0.8,2,1,1.0,1,0.005555555555555556,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,10,0,0,0,0,0,0,1,0,0,0,1,0.196,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:24,0,0,0.8,2,1,1.0,0,0.005555555555555556,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,10,0,0,0,0,0,0,1,0,0,0,0,0.19466666666666665,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:25,0,0,0.8,2,1,0.9983333333333333,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.22666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:26,0,0,0.8,2,1,1.0,1,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,0,0,0,1,0,0,0,0,0.23866666666666667,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:27,0,0,0.8,2,1,1.0,1,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.15733333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:28,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.16133333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:29,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,0,0,0,1,0,0,0,0,0.20133333333333334,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:30,0,0,0.8,2,1,1.0,1,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,0,0,0,1,0,0,0,0,0.208,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:31,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.18933333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:32,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,1,0,0,1,0,0,0,0,0.18666666666666668,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:33,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.18533333333333332,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:34,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.16133333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:35,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.16133333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:36,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.216,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:37,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,0,0,0,1,0,0,0,0,0.23466666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:38,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,0,0,0,1,0,0,0,0,0.228,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:39,0,0,0.8,2,1,1.0,1,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,14,4,0,0,1,0,0,1,0,0,0,0,0.07866666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:40,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,1,0,0,1,0,0,0,0,0.18,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:41,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:42,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,1,0,0,1,0,0,0,0,0.18666666666666668,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:43,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.172,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:44,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,1,0,0,1,0,0,0,0,0.17866666666666667,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:45,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:46,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,0,0,0,1,0,0,0,0,0.24533333333333332,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:47,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,1,0,0,1,0,0,0,0,0.18666666666666668,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:48,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,0,0,0,1,0,0,0,0,0.172,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:49,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.16,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:50,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:51,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.16133333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:52,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,13,4,0,0,1,0,0,1,0,0,0,0,0.18666666666666668,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:53,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,1,0,0,1,0,0,0,0,0.18,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:54,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:55,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,1,0,0,1,0,0,0,0,0.18,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:56,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,11,4,0,0,1,0,0,1,0,0,0,0,0.18,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:57,0,0,0.8,2,1,1.0,0,0.007222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,12,4,0,0,0,0,0,1,0,0,0,0,0.19066666666666668,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:58,0,1,0.8,2,1,0.9961111111111111,0,0.011111111111111112,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0.17333333333333334,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:59,0,1,0.8,2,1,0.9997222222222222,0,0.01138888888888889,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,3,4,0,0,1,0,0,1,0,0,0,0,0.172,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:60,0,1,0.8,2,1,1.0,0,0.01138888888888889,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,5,4,0,0,0,0,0,1,0,0,0,0,0.13466666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:61,0,1,0.8,2,1,1.0,0,0.01138888888888889,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:62,0,1,0.8,2,1,0.9977777777777778,0,0.01361111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0.17333333333333334,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:63,0,1,0.8,2,1,1.0,0,0.01361111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:64,0,1,0.8,2,1,1.0,0,0.01361111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,3,4,0,0,1,0,0,1,0,0,0,0,0.172,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:65,0,1,0.8,2,1,0.9997222222222222,0,0.013888888888888888,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,5,4,0,0,0,0,0,1,0,0,0,0,0.13466666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:66,0,1,0.8,2,1,0.9991666666666666,0,0.014722222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,3,4,0,0,1,0,0,1,0,0,0,0,0.172,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:67,0,1,0.8,2,1,1.0,0,0.014722222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0.17333333333333334,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:68,0,1,0.8,2,1,1.0,0,0.014722222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:69,0,1,0.8,2,1,1.0,0,0.014722222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,5,4,0,0,0,0,0,1,0,0,0,0,0.13466666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:70,0,1,0.8,2,1,0.9986111111111111,0,0.01611111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,2,4,0,0,0,0,0,1,0,0,0,0,0.17333333333333334,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:71,0,1,0.8,2,1,1.0,0,0.01611111111111111,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,3,4,0,0,1,0,0,1,0,0,0,0,0.172,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:72,0,1,0.8,2,1,0.9997222222222222,0,0.01638888888888889,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,4,4,0,0,0,0,0,1,0,0,0,0,0.168,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:73,0,1,0.8,2,1,0.9997222222222222,0,0.016666666666666666,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,5,4,0,0,0,0,0,1,0,0,0,0,0.13466666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:74,0,1,0.8,2,1,0.9961111111111111,1,0.020555555555555556,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,15,0,0,0,0,0,0,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:75,0,1,0.8,2,1,0.9997222222222222,1,0.020833333333333332,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,16,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:76,0,1,0.8,2,1,1.0,1,0.020833333333333332,1.0,0.258819045102521,-0.9659258262890682,0,0,0.2,17,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:77,0,1,0.8,2,1,0.9997222222222222,1,0.021111111111111112,1.0,0.258819045102521,-0.9659258262890682,0,0,0.4,18,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:78,0,1,0.8,2,1,0.9997222222222222,1,0.021388888888888888,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,19,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:79,0,1,0.8,2,1,1.0,1,0.021388888888888888,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,20,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:80,0,0,0.8,2,1,0.9322222222222222,0,0.08916666666666667,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,10,0,0,0,0,0,0,1,0,0,0,1,0.196,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:81,0,0,0.8,2,1,1.0,0,0.08916666666666667,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,10,0,0,0,0,0,0,1,0,0,0,0,0.19466666666666665,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:82,0,0,0.8,2,1,0.9163888888888889,0,0.17277777777777778,0.8006430868167203,0.258819045102521,-0.9659258262890682,0,0,0.1,10,0,0,0,0,0,0,1,0,0,0,0,0.19466666666666665,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:83,0,0,0.8,2,1,1.0,0,0.17277777777777778,0.810289389067524,0.258819045102521,-0.9659258262890682,0,0,0.1,10,0,0,0,0,0,0,1,0,0,0,1,0.196,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:84,0,1,0.8,2,1,0.0,1,0.0,0.1,0.258819045102521,-0.9659258262890682,0,0,0.1,21,3,0,0,0,0,0,1,0,0,0,0,0.064,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:85,0,1,0.8,2,1,0.9986111111111111,1,0.001388888888888889,1.0,0.258819045102521,-0.9659258262890682,0,0,0.2,22,2,0,0,0,0,0,1,0,1,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:86,0,1,0.8,2,1,1.0,1,0.001388888888888889,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,23,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:87,0,1,0.8,2,1,0.9997222222222222,1,0.0016666666666666668,1.0,0.258819045102521,-0.9659258262890682,0,0,0.7,24,1,1,0,0,0,1,0,0,0,0,0,0.4866666666666667,0,0,0,0,0,0.2,0,0,0.6,1
invictus_enriched.csv:88,0,1,0.8,2,1,1.0,0,0.0016666666666666668,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,23,1,0,0,0,0,1,1,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:89,0,1,0.8,2,1,1.0,1,0.0016666666666666668,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,25,1,1,0,0,0,1,0,0,0,0,0,0.30533333333333335,0,0,0,0,1,0.2,0,1,0.0,1
invictus_enriched.csv:90,0,1,0.8,2,1,0.9997222222222222,1,0.0019444444444444444,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,26,1,0,0,0,0,1,1,0,0,0,0,0.07866666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:91,0,1,0.8,2,1,0.9997222222222222,1,0.0022222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,27,1,0,0,0,0,1,1,0,0,0,0,0.07866666666666666,0,0,0,0,1,0.0,0,0,0.0,0
invictus_enriched.csv:92,0,1,0.8,2,1,1.0,1,0.0022222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,28,1,0,0,0,0,1,1,0,0,0,0,0.07866666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:93,0,1,0.8,2,1,1.0,1,0.0022222222222222222,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,29,1,0,0,0,0,1,1,0,0,0,0,0.12,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:94,0,1,0.8,2,1,0.9997222222222222,1,0.0025,1.0,0.258819045102521,-0.9659258262890682,0,0,0.6,30,2,0,0,1,1,0,0,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:95,0,1,0.8,2,1,0.9994444444444445,0,0.0030555555555555557,1.0,0.258819045102521,-0.9659258262890682,0,0,0.6,30,2,0,0,1,1,0,0,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:96,0,1,0.8,2,1,0.9991666666666666,0,0.0038888888888888888,1.0,0.258819045102521,-0.9659258262890682,0,0,0.6,30,2,0,0,0,0,0,0,0,0,0,0,0.22133333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:97,0,1,0.8,2,1,1.0,0,0.0038888888888888888,1.0,0.258819045102521,-0.9659258262890682,0,0,0.6,30,2,0,0,1,1,0,0,0,0,0,0,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:98,1,0,0.5,3,1,0.0,1,0.0,0.1,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
invictus_enriched.csv:99,1,0,0.5,3,1,1.0,0,0.0,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
invictus_enriched.csv:100,1,0,0.5,3,1,1.0,0,0.0,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
invictus_enriched.csv:101,0,1,0.8,2,1,1.0,0,0.0038888888888888888,1.0,0.258819045102521,-0.9659258262890682,0,0,0.6,30,2,0,0,0,0,0,0,0,0,0,0,0.22133333333333333,0,0,0,0,0,0.0,0,0,0.0,0
invictus_enriched.csv:102,1,0,0.5,3,1,1.0,0,0.0,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
invictus_enriched.csv:103,1,0,0.5,3,1,0.9997222222222222,0,0.0002777777777777778,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
invictus_enriched.csv:104,1,0,0.5,3,1,1.0,0,0.0002777777777777778,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
invictus_enriched.csv:105,1,0,0.5,3,1,1.0,0,0.0002777777777777778,1.0,0.258819045102521,-0.9659258262890682,0,0,0.1,31,3,0,0,1,0,0,1,0,0,0,0,0.048,0,0,0,0,0,0.0,0,0,0.0,1
