log_id,username,timestamp,no_mfa,mfa_absent,principal_type_prior_risk,principal_type_idx,has_access_key,action_velocity,is_new_action,session_duration_normalized,events_per_minute_normalized,time_sin,time_cos,is_weekend,is_off_hours,action_risk_prior,event_name_idx,event_source_idx,is_write_action,read_only_absent,has_error,is_access_denied,is_iam_event,is_recon_action,is_defense_evasion,is_get_caller_identity,is_malicious_user_agent,is_public_ip,params_length_normalized,targets_sensitive_resource,is_non_default_region,is_create_key,is_secrets_or_kms,is_permission_modification,policy_statement_count_normalized,has_wildcard_action,has_wildcard_resource,privileged_action_reach,label
synthetic_cloudtrail.csv:2575,AWSServiceRoleForEC2,2024-04-11 07:01:07+00:00,1,0,0.009652509652509652,3,1,0.9991666666666666,0,0.01138888888888889,1.0,0.9659258262890683,-0.25881904510252063,0,1,0.0026785714285714286,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2578,AWSServiceRoleForEC2,2024-04-11 07:01:27+00:00,1,0,0.009640102827763496,3,1,0.9944444444444445,0,0.016944444444444446,1.0,0.9659258262890683,-0.25881904510252063,0,1,0.0032397408207343412,19,9,0,0,1,1,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2579,AWSServiceRoleForEC2,2024-04-11 07:01:39+00:00,1,0,0.009627727856225931,3,1,0.9966666666666667,0,0.020277777777777777,1.0,0.9659258262890683,-0.25881904510252063,0,1,0.004451038575667656,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2580,AWSServiceRoleForEC2,2024-04-11 07:01:52+00:00,1,0,0.009615384615384616,3,1,0.9963888888888889,0,0.02388888888888889,1.0,0.9659258262890683,-0.25881904510252063,0,1,0.07847533632286996,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2581,AWSServiceRoleForEC2,2024-04-11 07:01:58+00:00,1,0,0.009603072983354673,3,1,0.9983333333333333,0,0.025555555555555557,1.0,0.9659258262890683,-0.25881904510252063,0,1,0.07829977628635347,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2831,AWSServiceRoleForEC2,2024-04-20 09:00:28+00:00,1,0,0.00959079283887468,3,1,1.0627777777777778,0,0.0,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.03389830508474576,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2832,AWSServiceRoleForEC2,2024-04-20 09:00:38+00:00,1,0,0.009578544061302681,3,1,0.9972222222222222,0,0.002777777777777778,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.003218884120171674,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2833,AWSServiceRoleForEC2,2024-04-20 09:00:51+00:00,1,0,0.009566326530612245,3,1,0.9963888888888889,0,0.006388888888888889,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.03380281690140845,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2834,AWSServiceRoleForEC2,2024-04-20 09:01:11+00:00,1,0,0.009554140127388535,3,1,0.9944444444444445,0,0.011944444444444445,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.0045871559633027525,30,10,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2835,AWSServiceRoleForEC2,2024-04-20 09:01:32+00:00,1,0,0.009541984732824428,3,1,0.9941666666666666,0,0.017777777777777778,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.0026223776223776225,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2836,AWSServiceRoleForEC2,2024-04-20 09:01:54+00:00,1,0,0.009529860228716646,3,1,0.9938888888888889,0,0.02388888888888889,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.002617801047120419,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2837,AWSServiceRoleForEC2,2024-04-20 09:02:11+00:00,1,0,0.00951776649746193,3,1,0.9952777777777778,0,0.02861111111111111,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.004405286343612335,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2838,AWSServiceRoleForEC2,2024-04-20 09:02:40+00:00,1,0,0.009505703422053232,3,1,0.9919444444444444,0,0.03666666666666667,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.08,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2839,AWSServiceRoleForEC2,2024-04-20 09:03:02+00:00,1,0,0.00949367088607595,3,1,0.9938888888888889,0,0.042777777777777776,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.004398826979472141,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2840,AWSServiceRoleForEC2,2024-04-20 09:03:32+00:00,1,0,0.009481668773704172,3,1,0.9916666666666667,0,0.051111111111111114,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.07982261640798226,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2841,AWSServiceRoleForEC2,2024-04-20 09:03:33+00:00,1,0,0.00946969696969697,3,1,0.9997222222222222,0,0.05138888888888889,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.002613240418118467,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2842,AWSServiceRoleForEC2,2024-04-20 09:03:45+00:00,1,0,0.009457755359394703,3,1,0.9966666666666667,0,0.05472222222222222,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.004392386530014641,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:2843,AWSServiceRoleForEC2,2024-04-20 09:04:14+00:00,1,0,0.009445843828715366,3,1,0.9919444444444444,0,0.06277777777777778,1.0,0.7071067811865476,-0.7071067811865475,1,0,0.0026086956521739132,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3221,AWSServiceRoleForEC2,2024-05-07 10:00:01+00:00,1,0,0.009135200974421437,3,1,1.0541666666666667,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0025,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3222,AWSServiceRoleForEC2,2024-05-07 10:00:30+00:00,1,0,0.009124087591240875,3,1,0.9919444444444444,0,0.008055555555555555,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.004267425320056899,23,3,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3223,AWSServiceRoleForEC2,2024-05-07 10:00:39+00:00,1,0,0.009113001215066828,3,1,0.9975,0,0.010555555555555556,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.07855626326963906,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3224,AWSServiceRoleForEC2,2024-05-07 10:01:07+00:00,1,0,0.009101941747572815,3,1,0.9922222222222222,0,0.018333333333333333,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.07838983050847458,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3225,AWSServiceRoleForEC2,2024-05-07 10:01:34+00:00,1,0,0.00909090909090909,3,1,0.9925,0,0.025833333333333333,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0024958402662229617,20,6,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3226,AWSServiceRoleForEC2,2024-05-07 10:01:36+00:00,1,0,0.009079903147699757,3,1,0.9994444444444445,0,0.02638888888888889,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0024916943521594683,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3227,AWSServiceRoleForEC2,2024-05-07 10:02:01+00:00,1,0,0.009068923821039904,3,1,0.9930555555555556,0,0.03333333333333333,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.07822410147991543,11,5,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3228,AWSServiceRoleForEC2,2024-05-07 10:02:23+00:00,1,0,0.009057971014492754,3,1,0.9938888888888889,0,0.03944444444444444,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0024875621890547263,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3229,AWSServiceRoleForEC2,2024-05-07 10:02:31+00:00,1,0,0.009047044632086852,3,1,0.9977777777777778,0,0.041666666666666664,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.004464285714285714,30,10,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3230,AWSServiceRoleForEC2,2024-05-07 10:02:50+00:00,1,0,0.009036144578313253,3,1,0.9947222222222222,0,0.04694444444444444,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.004261363636363636,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3231,AWSServiceRoleForEC2,2024-05-07 10:03:00+00:00,1,0,0.009025270758122744,3,1,0.9972222222222222,0,0.04972222222222222,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.00425531914893617,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3232,AWSServiceRoleForEC2,2024-05-07 10:03:16+00:00,1,0,0.009014423076923076,3,1,0.9955555555555555,0,0.05416666666666667,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.003131524008350731,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3794,AWSServiceRoleForEC2,2024-05-23 10:00:05+00:00,1,0,0.008771929824561403,3,1,1.0622222222222222,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.08316430020283976,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3795,AWSServiceRoleForEC2,2024-05-23 10:00:33+00:00,1,0,0.008761682242990653,3,1,0.9922222222222222,0,0.0077777777777777776,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.004777070063694267,29,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,1,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3796,AWSServiceRoleForEC2,2024-05-23 10:00:56+00:00,1,0,0.008751458576429404,3,1,0.9936111111111111,0,0.014166666666666666,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.031746031746031744,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3797,AWSServiceRoleForEC2,2024-05-23 10:00:57+00:00,1,0,0.008741258741258742,3,1,0.9997222222222222,0,0.014444444444444444,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.08299595141700405,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3798,AWSServiceRoleForEC2,2024-05-23 10:01:01+00:00,1,0,0.008731082654249126,3,1,0.9988888888888889,0,0.015555555555555555,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.08282828282828283,11,5,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3799,AWSServiceRoleForEC2,2024-05-23 10:01:16+00:00,1,0,0.00872093023255814,3,1,0.9958333333333333,0,0.01972222222222222,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.004087193460490463,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3800,AWSServiceRoleForEC2,2024-05-23 10:01:33+00:00,1,0,0.008710801393728223,3,1,0.9952777777777778,0,0.024444444444444446,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0023923444976076554,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3801,AWSServiceRoleForEC2,2024-05-23 10:01:34+00:00,1,0,0.008700696055684454,3,1,0.9997222222222222,0,0.024722222222222222,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.003061224489795918,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3802,AWSServiceRoleForEC2,2024-05-23 10:01:54+00:00,1,0,0.00869061413673233,3,1,0.9944444444444445,0,0.03027777777777778,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.004081632653061225,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3803,AWSServiceRoleForEC2,2024-05-23 10:02:04+00:00,1,0,0.008680555555555556,3,1,0.9972222222222222,0,0.03305555555555555,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.003054989816700611,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3804,AWSServiceRoleForEC2,2024-05-23 10:02:32+00:00,1,0,0.008670520231213872,3,1,0.9922222222222222,0,0.04083333333333333,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0023885350318471337,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3805,AWSServiceRoleForEC2,2024-05-23 10:03:00+00:00,1,0,0.008660508083140877,3,1,0.9922222222222222,0,0.04861111111111111,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0023847376788553257,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3806,AWSServiceRoleForEC2,2024-05-23 10:03:21+00:00,1,0,0.00865051903114187,3,1,0.9941666666666666,0,0.05444444444444444,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.002380952380952381,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:3807,AWSServiceRoleForEC2,2024-05-23 10:03:49+00:00,1,0,0.008640552995391706,3,1,0.9922222222222222,0,0.06222222222222222,1.0,0.49999999999999994,-0.8660254037844387,0,0,0.0316622691292876,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4309,AWSServiceRoleForEC2,2024-06-11 14:00:29+00:00,1,0,0.008408071748878924,3,1,1.0294444444444444,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.0023112480739599386,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4312,AWSServiceRoleForEC2,2024-06-11 14:00:56+00:00,1,0,0.0083986562150056,3,1,0.9925,0,0.0075,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.004601226993865031,29,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,1,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4314,AWSServiceRoleForEC2,2024-06-11 14:01:02+00:00,1,0,0.008389261744966443,3,1,0.9983333333333333,0,0.009166666666666667,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.030379746835443037,27,6,1,0,1,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4317,AWSServiceRoleForEC2,2024-06-11 14:01:15+00:00,1,0,0.008379888268156424,3,1,0.9963888888888889,0,0.012777777777777779,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.08061420345489444,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4319,AWSServiceRoleForEC2,2024-06-11 14:01:36+00:00,1,0,0.008370535714285714,3,1,0.9941666666666666,0,0.01861111111111111,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.002307692307692308,20,6,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4320,AWSServiceRoleForEC2,2024-06-11 14:01:39+00:00,1,0,0.008361204013377926,3,1,0.9991666666666666,0,0.019444444444444445,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.030303030303030304,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4321,AWSServiceRoleForEC2,2024-06-11 14:01:43+00:00,1,0,0.008351893095768375,3,1,0.9988888888888889,0,0.020555555555555556,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.003978779840848806,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4323,AWSServiceRoleForEC2,2024-06-11 14:01:57+00:00,1,0,0.008342602892102336,3,1,0.9961111111111111,0,0.024444444444444446,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.0028846153846153848,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4324,AWSServiceRoleForEC2,2024-06-11 14:02:06+00:00,1,0,0.008333333333333333,3,1,0.9975,0,0.026944444444444444,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.0028790786948176585,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:4325,AWSServiceRoleForEC2,2024-06-11 14:02:15+00:00,1,0,0.008324084350721421,3,1,0.9975,0,0.029444444444444443,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0.003973509933774834,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:5429,AWSServiceRoleForEC2,2024-07-22 18:00:26+00:00,1,0,0.007804370447450572,3,1,1.0144444444444445,0,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0.028037383177570093,27,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:5430,AWSServiceRoleForEC2,2024-07-22 18:00:39+00:00,1,0,0.007796257796257797,3,1,0.9963888888888889,0,0.003611111111111111,1.0,-1.0,-1.8369701987210297e-16,0,0,0.004273504273504274,29,6,1,0,0,0,0,0,0,0,0,1,0.0026666666666666666,0,0,0,0,1,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:5431,AWSServiceRoleForEC2,2024-07-22 18:00:51+00:00,1,0,0.00778816199376947,3,1,0.9966666666666667,0,0.006944444444444444,1.0,-1.0,-1.8369701987210297e-16,0,0,0.08181818181818182,11,5,0,0,1,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:5432,AWSServiceRoleForEC2,2024-07-22 18:00:52+00:00,1,0,0.007780082987551867,3,1,0.9997222222222222,0,0.007222222222222222,1.0,-1.0,-1.8369701987210297e-16,0,0,0.002688172043010753,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:5433,AWSServiceRoleForEC2,2024-07-22 18:01:05+00:00,1,0,0.007772020725388601,3,1,0.9963888888888889,0,0.010833333333333334,1.0,-1.0,-1.8369701987210297e-16,0,0,0.0036809815950920245,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:5434,AWSServiceRoleForEC2,2024-07-22 18:01:18+00:00,1,0,0.007763975155279503,3,1,0.9963888888888889,0,0.014444444444444444,1.0,-1.0,-1.8369701987210297e-16,0,0,0.00395778364116095,30,10,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:8101,AWSServiceRoleForEC2,2024-10-27 13:00:02+00:00,1,0,0.006533101045296167,3,1,1.0680555555555555,0,0.0,1.0,-0.2588190451025208,-0.9659258262890683,1,0,0.07680491551459294,11,5,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,1,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:8102,AWSServiceRoleForEC2,2024-10-27 13:00:25+00:00,1,0,0.006527415143603133,3,1,0.9936111111111111,0,0.006388888888888889,1.0,-0.2588190451025208,-0.9659258262890683,1,0,0.0023148148148148147,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:8103,AWSServiceRoleForEC2,2024-10-27 13:00:52+00:00,1,0,0.006521739130434782,3,1,0.9925,0,0.013888888888888888,1.0,-0.2588190451025208,-0.9659258262890683,1,0,0.003131524008350731,23,3,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,0,0,0.0,0,0,0.0,0
synthetic_cloudtrail.csv:8104,AWSServiceRoleForEC2,2024-10-27 13:01:20+00:00,1,0,0.006516072980017376,3,1,0.9922222222222222,0,0.021666666666666667,1.0,-0.2588190451025208,-0.9659258262890683,1,0,0.0023112480739599386,19,9,0,0,0,0,0,1,0,0,0,1,0.0026666666666666666,0,0,0,1,0,0.0,0,0,0.0,0
