hour,day_of_week,is_business_hours,is_weekend,time_since_last_change,change_velocity,change_magnitude,rarity_score,user_activity,is_wildcard,blast_radius,privilege_direction,is_error,action_frequency,resource_centrality,neighbor_count,clustering_coeff,pagerank_score,betweenness,error_rate_recent,cloudtrail_time,event_name,user_name,source_ip,net_bytes_total,net_bytes_out,net_unique_ips,net_suspicious_ports,net_exfil_score,net_connections,end_unique_processes,end_suspicious_processes,end_privileged_events,end_logon_events,end_process_creation,is_anomaly,anomaly_score,triggered_rules,confidence,severity,rule_count
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.005747126436781609,0.6225840815705372,0,1132,0,0,173,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRules,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.008,0.6225840815705372,0,1132,0,0,124,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,ListAssessmentRuns,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.008,0.6225840815705372,0,1132,0,0,124,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,ListFindings,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.008,0.6225840815705372,0,1132,0,0,124,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,ListFindings,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.008,0.6225840815705372,0,1132,0,0,124,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,ListAssessmentRuns,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.005747126436781609,0.6225840815705372,0,1132,0,0,173,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRules,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,1.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:01+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,1.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:02+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:02+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.005747126436781609,0.6225840815705372,0,1132,0,0,173,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:02+05:30,DescribeConfigRules,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:02+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:02+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:32:02+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,687,55,742,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,3600.0,0,1,0.0034129692832764505,0.0,0,1132,0,0,292,0,0,0,0,0,0.0,2018-08-20 14:32:41+05:30,Decrypt,nan,13.57.247.32,0,0.0,0,0,0.0,0,0,0,690,55,749,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.0045045045045045045,0.0,0,1132,0,0,221,0,0,0,0,0,0.0,2018-08-20 14:32:53+05:30,DescribeInstanceStatus,nan,autoscaling.amazonaws.com,0,0.0,0,0,0.0,0,0,0,690,55,750,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.003003003003003003,0.0,0,1132,0,0,332,0,0,0,0,0,0.0,2018-08-20 14:33:29+05:30,AssumeRole,nan,vpc-flow-logs.amazonaws.com,0,0.0,0,0,0.0,0,0,0,690,55,750,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.0034129692832764505,0.0,0,1132,0,0,292,0,0,0,0,0,0.0,2018-08-20 14:33:29+05:30,Decrypt,nan,13.57.247.32,0,0.0,0,0,0.0,0,0,0,690,55,750,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.0045045045045045045,0.0,0,1132,0,0,221,0,0,0,0,0,0.0,2018-08-20 14:34:52+05:30,DescribeInstanceStatus,nan,autoscaling.amazonaws.com,0,0.0,0,0,0.0,0,0,0,727,59,793,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.0034129692832764505,0.0,0,1132,0,0,292,0,0,0,0,0,0.0,2018-08-20 14:34:55+05:30,Decrypt,nan,52.90.111.233,0,0.0,0,0,0.0,0,0,0,727,59,793,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.003003003003003003,0.0,0,1132,0,0,332,0,0,0,0,0,0.0,2018-08-20 14:35:29+05:30,AssumeRole,nan,vpc-flow-logs.amazonaws.com,0,0.0,0,0,0.0,0,0,0,742,59,809,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.003003003003003003,0.0,0,1132,0,0,332,0,0,0,0,0,0.0,2018-08-20 14:35:38+05:30,AssumeRole,nan,vpc-flow-logs.amazonaws.com,0,0.0,0,0,0.0,0,0,0,742,59,809,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.0045045045045045045,0.0,0,1132,0,0,221,0,0,0,0,0,0.0,2018-08-20 14:36:52+05:30,DescribeInstanceStatus,nan,autoscaling.amazonaws.com,0,0.0,0,0,0.0,0,0,0,746,59,827,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,3600.0,0,1,0.003003003003003003,0.0,0,1132,0,0,332,0,0,0,0,0,0.0,2018-08-20 14:37:31+05:30,AssumeRole,nan,vpc-flow-logs.amazonaws.com,0,0.0,0,0,0.0,0,0,0,746,59,837,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,355.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:57+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,3600.0,0,1,0.0034129692832764505,0.0,0,1132,0,0,292,0,0,0,0,0,0.0,2018-08-20 14:37:57+05:30,Decrypt,nan,13.57.247.32,0,0.0,0,0,0.0,0,0,0,748,59,841,0,0.14285714285714285,high_blast_radius|excessive_privileged_events,0.4,LOW,2
14,0,1,0,1.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:58+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:58+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,1.0,417,1,0.0058823529411764705,0.6225840815705372,0,1132,0,0,169,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:59+05:30,GetBucketLocation,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:59+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:59+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:59+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:59+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.003278688524590164,0.6225840815705372,0,1132,0,0,304,0,0,0,0,0,0.08579809337570277,2018-08-20 14:37:59+05:30,GetCallerIdentity,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,748,59,841,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,1.0,417,1,0.1,0.6225840815705372,0,1132,0,0,9,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeListeners,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.0005558643690939411,0.6225840815705372,0,1132,0,0,1798,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeConfigRuleEvaluationStatus,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.022222222222222223,0.6225840815705372,0,1132,1,0,44,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeAddresses,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.2857142857142857,privilege_escalation|high_blast_radius|rapid_changes|excessive_privileged_events,0.8,LOW,4
14,0,1,0,0.0,417,1,0.030303030303030304,0.6225840815705372,0,1132,0,0,32,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeSnapshots,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.03225806451612903,0.6225840815705372,0,1132,0,0,30,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeVpcs,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.02631578947368421,0.6225840815705372,0,1132,0,0,37,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeKeyPairs,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.017543859649122806,0.6225840815705372,0,1132,0,0,56,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeLoadBalancers,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
14,0,1,0,0.0,417,1,0.002881844380403458,0.6225840815705372,0,1132,0,0,346,0,0,0,0,0,0.08579809337570277,2018-08-20 14:38:00+05:30,DescribeInstances,splunk_access,34.215.24.225,86555020,9444272.0,1,0,0.062221144203901756,27,0,0,749,59,842,1,0.21428571428571427,high_blast_radius|rapid_changes|excessive_privileged_events,0.6,LOW,3
