username,window_start,window_end,window_label,raw_len,P_seq,pred,top_event_name_idx
fe:AWSServiceRoleForEC2,2024-03-25T16:02:00+00:00,2024-03-25T16:12:00+00:00,0,8,0.24216820299625397,0,"[[10, 3], [12, 2], [21, 1], [28, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-05-01T09:52:00+00:00,2024-05-01T10:02:00+00:00,0,7,0.2760706841945648,0,"[[23, 2], [7, 2], [21, 1], [9, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-01T09:54:00+00:00,2024-05-01T10:04:00+00:00,0,10,0.2760706841945648,0,"[[23, 4], [7, 2], [9, 2], [21, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-01T09:56:00+00:00,2024-05-01T10:06:00+00:00,0,10,0.2760706841945648,0,"[[23, 4], [7, 2], [9, 2], [21, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-01T09:58:00+00:00,2024-05-01T10:08:00+00:00,0,10,0.2760706841945648,0,"[[23, 4], [7, 2], [9, 2], [21, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-01T10:00:00+00:00,2024-05-01T10:10:00+00:00,0,10,0.2760706841945648,0,"[[23, 4], [7, 2], [9, 2], [21, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-01T10:02:00+00:00,2024-05-01T10:12:00+00:00,0,3,0.13670912384986877,0,"[[23, 2], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-05-04T09:52:00+00:00,2024-05-04T10:02:00+00:00,0,8,0.31760185956954956,0,"[[10, 4], [9, 2], [21, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-04T09:54:00+00:00,2024-05-04T10:04:00+00:00,0,11,0.31760185956954956,0,"[[10, 4], [9, 3], [28, 2], [21, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-05-04T09:56:00+00:00,2024-05-04T10:06:00+00:00,0,11,0.31760185956954956,0,"[[10, 4], [9, 3], [28, 2], [21, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-05-04T09:58:00+00:00,2024-05-04T10:08:00+00:00,0,11,0.31760185956954956,0,"[[10, 4], [9, 3], [28, 2], [21, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-05-04T10:00:00+00:00,2024-05-04T10:10:00+00:00,0,11,0.31760185956954956,0,"[[10, 4], [9, 3], [28, 2], [21, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-05-04T10:02:00+00:00,2024-05-04T10:12:00+00:00,0,3,0.14447396993637085,0,"[[28, 1], [12, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-05-12T11:52:00+00:00,2024-05-12T12:02:00+00:00,0,7,0.29900893568992615,0,"[[10, 3], [21, 2], [12, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-05-12T11:54:00+00:00,2024-05-12T12:04:00+00:00,0,11,0.29900893568992615,0,"[[10, 3], [21, 3], [12, 2], [28, 1], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-05-12T11:56:00+00:00,2024-05-12T12:06:00+00:00,0,11,0.29900893568992615,0,"[[10, 3], [21, 3], [12, 2], [28, 1], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-05-12T11:58:00+00:00,2024-05-12T12:08:00+00:00,0,11,0.29900893568992615,0,"[[10, 3], [21, 3], [12, 2], [28, 1], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-05-12T12:00:00+00:00,2024-05-12T12:10:00+00:00,0,11,0.29900893568992615,0,"[[10, 3], [21, 3], [12, 2], [28, 1], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-05-12T12:02:00+00:00,2024-05-12T12:12:00+00:00,0,4,0.25633323192596436,0,"[[7, 1], [12, 1], [21, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-06-10T18:52:00+00:00,2024-06-10T19:02:00+00:00,0,8,0.3176330029964447,0,"[[9, 3], [21, 2], [10, 2], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-06-10T18:54:00+00:00,2024-06-10T19:04:00+00:00,0,8,0.3176330029964447,0,"[[9, 3], [21, 2], [10, 2], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-06-10T18:56:00+00:00,2024-06-10T19:06:00+00:00,0,8,0.3176330029964447,0,"[[9, 3], [21, 2], [10, 2], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-06-10T18:58:00+00:00,2024-06-10T19:08:00+00:00,0,8,0.3176330029964447,0,"[[9, 3], [21, 2], [10, 2], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-06-10T19:00:00+00:00,2024-06-10T19:10:00+00:00,0,8,0.3176330029964447,0,"[[9, 3], [21, 2], [10, 2], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-06-15T11:52:00+00:00,2024-06-15T12:02:00+00:00,0,10,0.284900963306427,0,"[[23, 2], [21, 2], [10, 2], [9, 1], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-06-15T11:54:00+00:00,2024-06-15T12:04:00+00:00,0,14,0.284900963306427,0,"[[21, 3], [23, 2], [10, 2], [9, 2], [7, 2]]"
fe:AWSServiceRoleForEC2,2024-06-15T11:56:00+00:00,2024-06-15T12:06:00+00:00,0,14,0.284900963306427,0,"[[21, 3], [23, 2], [10, 2], [9, 2], [7, 2]]"
fe:AWSServiceRoleForEC2,2024-06-15T11:58:00+00:00,2024-06-15T12:08:00+00:00,0,14,0.284900963306427,0,"[[21, 3], [23, 2], [10, 2], [9, 2], [7, 2]]"
fe:AWSServiceRoleForEC2,2024-06-15T12:00:00+00:00,2024-06-15T12:10:00+00:00,0,14,0.284900963306427,0,"[[21, 3], [23, 2], [10, 2], [9, 2], [7, 2]]"
fe:AWSServiceRoleForEC2,2024-06-15T12:02:00+00:00,2024-06-15T12:12:00+00:00,0,4,0.2526032626628876,0,"[[21, 1], [7, 1], [12, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-07-16T16:52:00+00:00,2024-07-16T17:02:00+00:00,0,9,0.134270578622818,0,"[[23, 4], [9, 3], [10, 2]]"
fe:AWSServiceRoleForEC2,2024-07-16T16:54:00+00:00,2024-07-16T17:04:00+00:00,0,14,0.275013267993927,0,"[[23, 5], [9, 4], [10, 3], [21, 2]]"
fe:AWSServiceRoleForEC2,2024-07-16T16:56:00+00:00,2024-07-16T17:06:00+00:00,0,14,0.275013267993927,0,"[[23, 5], [9, 4], [10, 3], [21, 2]]"
fe:AWSServiceRoleForEC2,2024-07-16T16:58:00+00:00,2024-07-16T17:08:00+00:00,0,14,0.275013267993927,0,"[[23, 5], [9, 4], [10, 3], [21, 2]]"
fe:AWSServiceRoleForEC2,2024-07-16T17:00:00+00:00,2024-07-16T17:10:00+00:00,0,14,0.275013267993927,0,"[[23, 5], [9, 4], [10, 3], [21, 2]]"
fe:AWSServiceRoleForEC2,2024-07-16T17:02:00+00:00,2024-07-16T17:12:00+00:00,0,5,0.275013267993927,0,"[[21, 2], [9, 1], [10, 1], [23, 1]]"
fe:AWSServiceRoleForEC2,2024-08-03T11:52:00+00:00,2024-08-03T12:02:00+00:00,0,8,0.2893334925174713,0,"[[10, 4], [23, 2], [21, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-08-03T11:54:00+00:00,2024-08-03T12:04:00+00:00,0,8,0.2893334925174713,0,"[[10, 4], [23, 2], [21, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-08-03T11:56:00+00:00,2024-08-03T12:06:00+00:00,0,8,0.2893334925174713,0,"[[10, 4], [23, 2], [21, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-08-03T11:58:00+00:00,2024-08-03T12:08:00+00:00,0,8,0.2893334925174713,0,"[[10, 4], [23, 2], [21, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-08-03T12:00:00+00:00,2024-08-03T12:10:00+00:00,0,8,0.2893334925174713,0,"[[10, 4], [23, 2], [21, 1], [9, 1]]"
fe:AWSServiceRoleForEC2,2024-08-25T15:52:00+00:00,2024-08-25T16:02:00+00:00,0,4,0.2715628445148468,0,"[[10, 2], [12, 1], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-08-25T15:54:00+00:00,2024-08-25T16:04:00+00:00,0,7,0.2715628445148468,0,"[[21, 3], [10, 2], [12, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-08-25T15:56:00+00:00,2024-08-25T16:06:00+00:00,0,7,0.2715628445148468,0,"[[21, 3], [10, 2], [12, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-08-25T15:58:00+00:00,2024-08-25T16:08:00+00:00,0,7,0.2715628445148468,0,"[[21, 3], [10, 2], [12, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-08-25T16:00:00+00:00,2024-08-25T16:10:00+00:00,0,7,0.2715628445148468,0,"[[21, 3], [10, 2], [12, 1], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-08-25T16:02:00+00:00,2024-08-25T16:12:00+00:00,0,3,0.2625673711299896,0,"[[21, 2], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-10-11T15:52:00+00:00,2024-10-11T16:02:00+00:00,0,7,0.26932790875434875,0,"[[10, 4], [9, 2], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-10-11T15:54:00+00:00,2024-10-11T16:04:00+00:00,0,7,0.26932790875434875,0,"[[10, 4], [9, 2], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-10-11T15:56:00+00:00,2024-10-11T16:06:00+00:00,0,7,0.26932790875434875,0,"[[10, 4], [9, 2], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-10-11T15:58:00+00:00,2024-10-11T16:08:00+00:00,0,7,0.26932790875434875,0,"[[10, 4], [9, 2], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-10-11T16:00:00+00:00,2024-10-11T16:10:00+00:00,0,7,0.26932790875434875,0,"[[10, 4], [9, 2], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-11-15T15:52:00+00:00,2024-11-15T16:02:00+00:00,0,7,0.13160458207130432,0,"[[10, 2], [12, 2], [28, 1], [9, 1], [23, 1]]"
fe:AWSServiceRoleForEC2,2024-11-15T15:54:00+00:00,2024-11-15T16:04:00+00:00,0,15,0.2629005014896393,0,"[[9, 4], [10, 3], [21, 3], [12, 2], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-11-15T15:56:00+00:00,2024-11-15T16:06:00+00:00,0,15,0.2629005014896393,0,"[[9, 4], [10, 3], [21, 3], [12, 2], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-11-15T15:58:00+00:00,2024-11-15T16:08:00+00:00,0,15,0.2629005014896393,0,"[[9, 4], [10, 3], [21, 3], [12, 2], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-11-15T16:00:00+00:00,2024-11-15T16:10:00+00:00,0,15,0.2629005014896393,0,"[[9, 4], [10, 3], [21, 3], [12, 2], [28, 1]]"
fe:AWSServiceRoleForEC2,2024-11-15T16:02:00+00:00,2024-11-15T16:12:00+00:00,0,8,0.2629005014896393,0,"[[9, 3], [21, 3], [10, 1], [7, 1]]"
fe:AWSServiceRoleForEC2,2024-11-21T08:52:00+00:00,2024-11-21T09:02:00+00:00,0,8,0.28852877020835876,0,"[[28, 2], [23, 2], [7, 1], [10, 1], [21, 1]]"
fe:AWSServiceRoleForEC2,2024-11-21T08:54:00+00:00,2024-11-21T09:04:00+00:00,0,9,0.28852877020835876,0,"[[28, 2], [23, 2], [9, 2], [7, 1], [10, 1]]"
fe:AWSServiceRoleForEC2,2024-11-21T08:56:00+00:00,2024-11-21T09:06:00+00:00,0,9,0.28852877020835876,0,"[[28, 2], [23, 2], [9, 2], [7, 1], [10, 1]]"
fe:AWSServiceRoleForEC2,2024-11-21T08:58:00+00:00,2024-11-21T09:08:00+00:00,0,9,0.28852877020835876,0,"[[28, 2], [23, 2], [9, 2], [7, 1], [10, 1]]"
fe:AWSServiceRoleForEC2,2024-11-21T09:00:00+00:00,2024-11-21T09:10:00+00:00,0,9,0.28852877020835876,0,"[[28, 2], [23, 2], [9, 2], [7, 1], [10, 1]]"
fe:AWSServiceRoleForEC2,2024-11-21T09:02:00+00:00,2024-11-21T09:12:00+00:00,0,1,0.11509793251752853,0,"[[9, 1]]"
fe:AWSServiceRoleForEC2,2024-11-28T15:52:00+00:00,2024-11-28T16:02:00+00:00,0,9,0.2571284770965576,0,"[[21, 2], [9, 2], [10, 1], [7, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-11-28T15:54:00+00:00,2024-11-28T16:04:00+00:00,0,9,0.2571284770965576,0,"[[21, 2], [9, 2], [10, 1], [7, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-11-28T15:56:00+00:00,2024-11-28T16:06:00+00:00,0,9,0.2571284770965576,0,"[[21, 2], [9, 2], [10, 1], [7, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-11-28T15:58:00+00:00,2024-11-28T16:08:00+00:00,0,9,0.2571284770965576,0,"[[21, 2], [9, 2], [10, 1], [7, 1], [12, 1]]"
fe:AWSServiceRoleForEC2,2024-11-28T16:00:00+00:00,2024-11-28T16:10:00+00:00,0,9,0.2571284770965576,0,"[[21, 2], [9, 2], [10, 1], [7, 1], [12, 1]]"
fe:AutoScalingRole,2024-01-23T09:52:00+00:00,2024-01-23T10:02:00+00:00,0,6,0.319155752658844,0,"[[9, 2], [10, 1], [7, 1], [21, 1], [12, 1]]"
fe:AutoScalingRole,2024-01-23T09:54:00+00:00,2024-01-23T10:04:00+00:00,0,12,0.319155752658844,0,"[[10, 4], [9, 3], [23, 2], [7, 1], [21, 1]]"
fe:AutoScalingRole,2024-01-23T09:56:00+00:00,2024-01-23T10:06:00+00:00,0,15,0.319155752658844,0,"[[10, 5], [9, 4], [21, 2], [23, 2], [7, 1]]"
fe:AutoScalingRole,2024-01-23T09:58:00+00:00,2024-01-23T10:08:00+00:00,0,15,0.319155752658844,0,"[[10, 5], [9, 4], [21, 2], [23, 2], [7, 1]]"
fe:AutoScalingRole,2024-01-23T10:00:00+00:00,2024-01-23T10:10:00+00:00,0,15,0.319155752658844,0,"[[10, 5], [9, 4], [21, 2], [23, 2], [7, 1]]"
fe:AutoScalingRole,2024-01-23T10:02:00+00:00,2024-01-23T10:12:00+00:00,0,9,0.26759663224220276,0,"[[10, 4], [23, 2], [9, 2], [21, 1]]"
fe:AutoScalingRole,2024-01-23T10:04:00+00:00,2024-01-23T10:14:00+00:00,0,3,0.26759663224220276,0,"[[9, 1], [21, 1], [10, 1]]"
fe:AutoScalingRole,2024-03-07T12:52:00+00:00,2024-03-07T13:02:00+00:00,0,9,0.2880624234676361,0,"[[7, 3], [21, 3], [10, 1], [9, 1], [28, 1]]"
fe:AutoScalingRole,2024-03-07T12:54:00+00:00,2024-03-07T13:04:00+00:00,0,11,0.2880624234676361,0,"[[7, 4], [21, 3], [10, 2], [9, 1], [28, 1]]"
fe:AutoScalingRole,2024-03-07T12:56:00+00:00,2024-03-07T13:06:00+00:00,0,11,0.2880624234676361,0,"[[7, 4], [21, 3], [10, 2], [9, 1], [28, 1]]"
fe:AutoScalingRole,2024-03-07T12:58:00+00:00,2024-03-07T13:08:00+00:00,0,11,0.2880624234676361,0,"[[7, 4], [21, 3], [10, 2], [9, 1], [28, 1]]"
fe:AutoScalingRole,2024-03-07T13:00:00+00:00,2024-03-07T13:10:00+00:00,0,11,0.2880624234676361,0,"[[7, 4], [21, 3], [10, 2], [9, 1], [28, 1]]"
fe:AutoScalingRole,2024-03-07T13:02:00+00:00,2024-03-07T13:12:00+00:00,0,2,0.11907506734132767,0,"[[10, 1], [7, 1]]"
fe:AutoScalingRole,2024-05-18T13:52:00+00:00,2024-05-18T14:02:00+00:00,0,6,0.3039574921131134,0,"[[23, 2], [12, 2], [9, 1], [21, 1]]"
fe:AutoScalingRole,2024-05-18T13:54:00+00:00,2024-05-18T14:04:00+00:00,0,6,0.3039574921131134,0,"[[23, 2], [12, 2], [9, 1], [21, 1]]"
fe:AutoScalingRole,2024-05-18T13:56:00+00:00,2024-05-18T14:06:00+00:00,0,6,0.3039574921131134,0,"[[23, 2], [12, 2], [9, 1], [21, 1]]"
fe:AutoScalingRole,2024-05-18T13:58:00+00:00,2024-05-18T14:08:00+00:00,0,6,0.3039574921131134,0,"[[23, 2], [12, 2], [9, 1], [21, 1]]"
fe:AutoScalingRole,2024-05-18T14:00:00+00:00,2024-05-18T14:10:00+00:00,0,6,0.3039574921131134,0,"[[23, 2], [12, 2], [9, 1], [21, 1]]"
fe:AutoScalingRole,2024-05-20T10:52:00+00:00,2024-05-20T11:02:00+00:00,0,7,0.2932416796684265,0,"[[21, 2], [10, 2], [12, 1], [28, 1], [23, 1]]"
fe:AutoScalingRole,2024-05-20T10:54:00+00:00,2024-05-20T11:04:00+00:00,0,14,0.2932416796684265,0,"[[23, 4], [10, 4], [21, 2], [28, 2], [12, 1]]"
fe:AutoScalingRole,2024-05-20T10:56:00+00:00,2024-05-20T11:06:00+00:00,0,14,0.2932416796684265,0,"[[23, 4], [10, 4], [21, 2], [28, 2], [12, 1]]"
fe:AutoScalingRole,2024-05-20T10:58:00+00:00,2024-05-20T11:08:00+00:00,0,14,0.2932416796684265,0,"[[23, 4], [10, 4], [21, 2], [28, 2], [12, 1]]"
fe:AutoScalingRole,2024-05-20T11:00:00+00:00,2024-05-20T11:10:00+00:00,0,14,0.2932416796684265,0,"[[23, 4], [10, 4], [21, 2], [28, 2], [12, 1]]"
fe:AutoScalingRole,2024-05-20T11:02:00+00:00,2024-05-20T11:12:00+00:00,0,7,0.13961690664291382,0,"[[23, 3], [10, 2], [28, 1], [9, 1]]"
fe:AutoScalingRole,2024-06-06T06:52:00+00:00,2024-06-06T07:02:00+00:00,0,9,0.3095342516899109,0,"[[23, 2], [9, 2], [21, 1], [12, 1], [7, 1]]"
fe:AutoScalingRole,2024-06-06T06:54:00+00:00,2024-06-06T07:04:00+00:00,0,12,0.3095342516899109,0,"[[12, 2], [7, 2], [10, 2], [23, 2], [9, 2]]"
fe:AutoScalingRole,2024-06-06T06:56:00+00:00,2024-06-06T07:06:00+00:00,0,12,0.3095342516899109,0,"[[12, 2], [7, 2], [10, 2], [23, 2], [9, 2]]"
fe:AutoScalingRole,2024-06-06T06:58:00+00:00,2024-06-06T07:08:00+00:00,0,12,0.3095342516899109,0,"[[12, 2], [7, 2], [10, 2], [23, 2], [9, 2]]"
fe:AutoScalingRole,2024-06-06T07:00:00+00:00,2024-06-06T07:10:00+00:00,0,12,0.3095342516899109,0,"[[12, 2], [7, 2], [10, 2], [23, 2], [9, 2]]"
fe:AutoScalingRole,2024-06-06T07:02:00+00:00,2024-06-06T07:12:00+00:00,0,3,0.11848688870668411,0,"[[7, 1], [12, 1], [10, 1]]"
fe:AutoScalingRole,2024-06-22T15:52:00+00:00,2024-06-22T16:02:00+00:00,0,5,0.2716415226459503,0,"[[9, 2], [7, 1], [12, 1], [21, 1]]"
fe:AutoScalingRole,2024-06-22T15:54:00+00:00,2024-06-22T16:04:00+00:00,0,11,0.2716415226459503,0,"[[9, 4], [7, 3], [21, 2], [12, 1], [10, 1]]"
fe:AutoScalingRole,2024-06-22T15:56:00+00:00,2024-06-22T16:06:00+00:00,0,14,0.2716415226459503,0,"[[9, 5], [7, 3], [21, 3], [12, 2], [10, 1]]"
fe:AutoScalingRole,2024-06-22T15:58:00+00:00,2024-06-22T16:08:00+00:00,0,14,0.2716415226459503,0,"[[9, 5], [7, 3], [21, 3], [12, 2], [10, 1]]"
fe:AutoScalingRole,2024-06-22T16:00:00+00:00,2024-06-22T16:10:00+00:00,0,14,0.2716415226459503,0,"[[9, 5], [7, 3], [21, 3], [12, 2], [10, 1]]"
fe:AutoScalingRole,2024-06-22T16:02:00+00:00,2024-06-22T16:12:00+00:00,0,9,0.25086045265197754,0,"[[9, 3], [7, 2], [21, 2], [10, 1], [12, 1]]"
fe:AutoScalingRole,2024-06-22T16:04:00+00:00,2024-06-22T16:14:00+00:00,0,3,0.23277051746845245,0,"[[9, 1], [12, 1], [21, 1]]"
fe:AutoScalingRole,2024-09-10T13:52:00+00:00,2024-09-10T14:02:00+00:00,0,6,0.30491796135902405,0,"[[9, 2], [21, 2], [23, 1], [10, 1]]"
fe:AutoScalingRole,2024-09-10T13:54:00+00:00,2024-09-10T14:04:00+00:00,0,12,0.30491796135902405,0,"[[10, 4], [23, 3], [9, 2], [21, 2], [28, 1]]"
fe:AutoScalingRole,2024-09-10T13:56:00+00:00,2024-09-10T14:06:00+00:00,0,12,0.30491796135902405,0,"[[10, 4], [23, 3], [9, 2], [21, 2], [28, 1]]"
fe:AutoScalingRole,2024-09-10T13:58:00+00:00,2024-09-10T14:08:00+00:00,0,12,0.30491796135902405,0,"[[10, 4], [23, 3], [9, 2], [21, 2], [28, 1]]"
fe:AutoScalingRole,2024-09-10T14:00:00+00:00,2024-09-10T14:10:00+00:00,0,12,0.30491796135902405,0,"[[10, 4], [23, 3], [9, 2], [21, 2], [28, 1]]"
fe:AutoScalingRole,2024-09-10T14:02:00+00:00,2024-09-10T14:12:00+00:00,0,6,0.13829590380191803,0,"[[10, 3], [23, 2], [28, 1]]"
fe:AutoScalingRole,2024-09-16T12:52:00+00:00,2024-09-16T13:02:00+00:00,0,8,0.26694804430007935,0,"[[10, 3], [23, 1], [12, 1], [21, 1], [9, 1]]"
fe:AutoScalingRole,2024-09-16T12:54:00+00:00,2024-09-16T13:04:00+00:00,0,14,0.26694804430007935,0,"[[21, 5], [10, 4], [7, 2], [23, 1], [12, 1]]"
fe:AutoScalingRole,2024-09-16T12:56:00+00:00,2024-09-16T13:06:00+00:00,0,15,0.26694804430007935,0,"[[21, 5], [10, 4], [9, 2], [7, 2], [23, 1]]"
fe:AutoScalingRole,2024-09-16T12:58:00+00:00,2024-09-16T13:08:00+00:00,0,15,0.26694804430007935,0,"[[21, 5], [10, 4], [9, 2], [7, 2], [23, 1]]"
fe:AutoScalingRole,2024-09-16T13:00:00+00:00,2024-09-16T13:10:00+00:00,0,15,0.26694804430007935,0,"[[21, 5], [10, 4], [9, 2], [7, 2], [23, 1]]"
fe:AutoScalingRole,2024-09-16T13:02:00+00:00,2024-09-16T13:12:00+00:00,0,7,0.25986430048942566,0,"[[21, 4], [10, 1], [7, 1], [9, 1]]"
fe:AutoScalingRole,2024-09-16T13:04:00+00:00,2024-09-16T13:14:00+00:00,0,1,0.11757224053144455,0,"[[9, 1]]"
fe:AutoScalingRole,2024-10-16T18:52:00+00:00,2024-10-16T19:02:00+00:00,0,5,0.3166360557079315,0,"[[9, 3], [21, 1], [7, 1]]"
fe:AutoScalingRole,2024-10-16T18:54:00+00:00,2024-10-16T19:04:00+00:00,0,13,0.3166360557079315,0,"[[9, 4], [7, 2], [23, 2], [28, 2], [12, 2]]"
fe:AutoScalingRole,2024-10-16T18:56:00+00:00,2024-10-16T19:06:00+00:00,0,14,0.3166360557079315,0,"[[9, 5], [7, 2], [23, 2], [28, 2], [12, 2]]"
fe:AutoScalingRole,2024-10-16T18:58:00+00:00,2024-10-16T19:08:00+00:00,0,14,0.3166360557079315,0,"[[9, 5], [7, 2], [23, 2], [28, 2], [12, 2]]"
fe:AutoScalingRole,2024-10-16T19:00:00+00:00,2024-10-16T19:10:00+00:00,0,14,0.3166360557079315,0,"[[9, 5], [7, 2], [23, 2], [28, 2], [12, 2]]"
fe:AutoScalingRole,2024-10-16T19:02:00+00:00,2024-10-16T19:12:00+00:00,0,9,0.15862615406513214,0,"[[9, 2], [23, 2], [28, 2], [12, 2], [7, 1]]"
fe:AutoScalingRole,2024-10-16T19:04:00+00:00,2024-10-16T19:14:00+00:00,0,1,0.10110478103160858,0,"[[9, 1]]"
fe:CodeDeployRole,2024-01-18T09:52:00+00:00,2024-01-18T10:02:00+00:00,0,8,0.2954825758934021,0,"[[7, 2], [28, 2], [10, 2], [12, 1], [21, 1]]"
fe:CodeDeployRole,2024-01-18T09:54:00+00:00,2024-01-18T10:04:00+00:00,0,15,0.2954825758934021,0,"[[7, 4], [10, 4], [28, 2], [21, 2], [9, 2]]"
fe:CodeDeployRole,2024-01-18T09:56:00+00:00,2024-01-18T10:06:00+00:00,0,15,0.2954825758934021,0,"[[7, 4], [10, 4], [28, 2], [21, 2], [9, 2]]"
fe:CodeDeployRole,2024-01-18T09:58:00+00:00,2024-01-18T10:08:00+00:00,0,15,0.2954825758934021,0,"[[7, 4], [10, 4], [28, 2], [21, 2], [9, 2]]"
fe:CodeDeployRole,2024-01-18T10:00:00+00:00,2024-01-18T10:10:00+00:00,0,15,0.2954825758934021,0,"[[7, 4], [10, 4], [28, 2], [21, 2], [9, 2]]"
fe:CodeDeployRole,2024-01-18T10:02:00+00:00,2024-01-18T10:12:00+00:00,0,7,0.25660237669944763,0,"[[10, 2], [7, 2], [9, 2], [21, 1]]"
fe:CodeDeployRole,2024-02-07T10:52:00+00:00,2024-02-07T11:02:00+00:00,0,9,0.1466352343559265,0,"[[9, 3], [23, 2], [10, 2], [7, 1], [12, 1]]"
fe:CodeDeployRole,2024-02-07T10:54:00+00:00,2024-02-07T11:04:00+00:00,0,9,0.1466352343559265,0,"[[9, 3], [23, 2], [10, 2], [7, 1], [12, 1]]"
fe:CodeDeployRole,2024-02-07T10:56:00+00:00,2024-02-07T11:06:00+00:00,0,9,0.1466352343559265,0,"[[9, 3], [23, 2], [10, 2], [7, 1], [12, 1]]"
fe:CodeDeployRole,2024-02-07T10:58:00+00:00,2024-02-07T11:08:00+00:00,0,9,0.1466352343559265,0,"[[9, 3], [23, 2], [10, 2], [7, 1], [12, 1]]"
