run_id,collector,aws_account,technique_id,tactic,rep_index,start_ts_utc,end_ts_utc,warmup_status,detonate_status,revert_status,cleanup_status,expected_events,notes,_source_file
6467cfac-fca2-49ec-b260-4b942fccd61e,akshaya,261390480702,aws.defense-evasion.cloudtrail-stop,defense-evasion,3,2026-07-10T12:16:46.176665+00:00,2026-07-10T12:18:07.143362+00:00,ok,ok,ok,ok,StopLogging,,manifest_akshaya.csv
c8998335-f5c1-4700-ab41-0020eb0b4b0f,akshaya,261390480702,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,3,2026-07-10T12:18:07.146086+00:00,2026-07-10T12:34:05.776777+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_akshaya.csv
7bf688b8-0791-4343-94e3-2739fbd9c48e,akshaya,261390480702,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,1,2026-07-10T12:34:05.778628+00:00,2026-07-10T12:49:21.253462+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,manifest_akshaya.csv
34b66b33-06bb-4df2-8429-6e8a8ae202df,akshaya,261390480702,aws.credential-access.ec2-get-password-data,credential-access,2,2026-07-10T12:49:21.257026+00:00,2026-07-10T12:50:34.034654+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_akshaya.csv
b4edc82f-f076-4d31-9145-78bd1eca4ee0,akshaya,261390480702,aws.persistence.iam-create-admin-user,persistence,2,2026-07-10T12:50:34.036720+00:00,2026-07-10T12:51:06.978668+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_akshaya.csv
45549545-2e73-498d-8d6e-00969d1d09d5,akshaya,261390480702,aws.persistence.lambda-backdoor-function,persistence,3,2026-07-10T12:51:06.980203+00:00,2026-07-10T13:04:39.229474+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_akshaya.csv
8f3c2e75-b4f4-44f0-874a-37f6574bb32b,akshaya,261390480702,aws.persistence.iam-backdoor-user,persistence,1,2026-07-10T13:04:39.231923+00:00,2026-07-10T13:05:50.939061+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_akshaya.csv
32235d30-5754-4ee7-8149-50e7c5e12b74,akshaya,261390480702,aws.persistence.iam-create-backdoor-role,persistence,1,2026-07-10T13:05:50.941582+00:00,2026-07-10T13:06:31.422047+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_akshaya.csv
51802367-8cd9-4137-a03a-bc9361ccfb08,akshaya,261390480702,aws.persistence.iam-backdoor-user,persistence,3,2026-07-10T13:06:31.422411+00:00,2026-07-10T13:07:30.869299+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_akshaya.csv
52a3447a-6f69-49a2-ac1b-8f707160ddef,akshaya,261390480702,aws.defense-evasion.cloudtrail-stop,defense-evasion,1,2026-07-10T13:07:30.871458+00:00,2026-07-10T13:08:56.633620+00:00,ok,ok,ok,ok,StopLogging,,manifest_akshaya.csv
d7dce615-66be-4cc6-a9f2-f083de6e68f9,akshaya,261390480702,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,3,2026-07-10T13:08:56.635469+00:00,2026-07-10T13:10:54.049535+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_akshaya.csv
141a862a-b6b8-47f9-a983-5de32b6bd240,akshaya,261390480702,aws.persistence.iam-create-admin-user,persistence,1,2026-07-10T13:10:54.053924+00:00,2026-07-10T13:11:35.603244+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_akshaya.csv
b9c5a1ce-0599-46ce-aeef-74e953c893f4,akshaya,261390480702,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,2,2026-07-10T13:11:35.603702+00:00,2026-07-10T13:12:54.193914+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_akshaya.csv
de9bee6d-f636-450a-a9f2-848537c7395e,akshaya,261390480702,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,2,2026-07-10T13:12:54.195472+00:00,2026-07-10T13:14:22.438767+00:00,ok,ok,ok,ok,PutEventSelectors,,manifest_akshaya.csv
8ca05f02-958a-4e06-bb3f-0f422951d774,akshaya,261390480702,aws.persistence.iam-create-backdoor-role,persistence,2,2026-07-10T13:14:22.440893+00:00,2026-07-10T13:15:02.100426+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_akshaya.csv
809ba1b1-c055-4430-b3fe-3ff9e8d7d623,akshaya,261390480702,aws.credential-access.ec2-get-password-data,credential-access,1,2026-07-10T13:15:02.102020+00:00,2026-07-10T13:16:12.973834+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_akshaya.csv
55eb558c-5f57-434a-b9f0-650561991687,akshaya,261390480702,aws.persistence.iam-create-user-login-profile,persistence,1,2026-07-10T13:16:12.975877+00:00,2026-07-10T13:17:33.947735+00:00,ok,ok,ok,ok,CreateLoginProfile,,manifest_akshaya.csv
19b86fdc-0337-47b9-beda-524c87dbaddc,udita2,482745810921,aws.persistence.iam-create-admin-user,persistence,3,2026-07-09T16:23:11.296326+00:00,2026-07-09T16:24:06.452351+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_udita2.csv
54cf69f3-c793-42c7-b7ee-b865a8508152,udita2,482745810921,aws.persistence.iam-backdoor-user,persistence,1,2026-07-09T16:24:06.453277+00:00,2026-07-09T16:25:17.287554+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_udita2.csv
11ebe472-7aba-4bc9-9d78-7ddeb33d7175,udita2,482745810921,aws.persistence.lambda-backdoor-function,persistence,2,2026-07-09T16:25:17.288712+00:00,2026-07-09T16:27:18.724081+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_udita2.csv
6e3458ce-a958-4820-b5e0-ca5e472ad165,udita2,482745810921,aws.persistence.iam-create-user-login-profile,persistence,1,2026-07-09T16:27:18.725666+00:00,2026-07-09T16:28:34.547379+00:00,ok,ok,ok,ok,CreateLoginProfile,,manifest_udita2.csv
41a594e9-9307-4601-a50f-19807ab6c381,udita2,482745810921,aws.persistence.iam-backdoor-user,persistence,2,2026-07-09T16:28:34.548594+00:00,2026-07-09T16:30:03.981702+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_udita2.csv
9e9c00f1-b9bd-4dc5-9237-ecc6e3050064,udita2,482745810921,aws.persistence.iam-create-admin-user,persistence,1,2026-07-09T16:30:03.982907+00:00,2026-07-09T16:30:36.273564+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_udita2.csv
251c72e0-b676-49aa-affe-a09f6d13c026,udita2,482745810921,aws.persistence.lambda-backdoor-function,persistence,1,2026-07-09T16:30:36.274768+00:00,2026-07-09T16:32:45.098284+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_udita2.csv
9bf69c21-3172-4afe-a865-b1c3ad311f12,udita2,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,2,2026-07-09T16:32:45.099846+00:00,2026-07-09T16:33:51.007773+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_udita2.csv
a69deeca-62aa-4738-aaae-b4607212274e,udita2,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,3,2026-07-09T16:33:51.009187+00:00,2026-07-09T16:35:51.871272+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_udita2.csv
8e4358f8-0bc2-4203-9b01-e9d6339df51a,udita2,482745810921,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,3,2026-07-09T16:35:51.872716+00:00,2026-07-09T16:37:34.838300+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,manifest_udita2.csv
bf17c4b8-f0ea-4b53-a8ba-31daf5160ea3,udita2,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,1,2026-07-09T16:37:34.839639+00:00,2026-07-09T16:38:45.010188+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_udita2.csv
9ab4c580-7879-46d3-9d11-b5130ecea558,udita2,482745810921,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,1,2026-07-09T16:38:45.011540+00:00,2026-07-09T16:40:41.694233+00:00,ok,ok,ok,ok,PutEventSelectors,,manifest_udita2.csv
ac02040b-9346-4491-a049-23fcacbc153e,udita2,482745810921,aws.persistence.iam-create-admin-user,persistence,2,2026-07-09T16:40:41.695342+00:00,2026-07-09T16:41:05.826878+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_udita2.csv
afcb2bfd-c020-476b-a1f1-44775ab9c378,udita2,482745810921,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,2,2026-07-09T16:41:05.827703+00:00,2026-07-09T16:42:28.798001+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,manifest_udita2.csv
6d6fc500-6260-4d4c-b3ea-09025b41e1aa,udita2,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,2,2026-07-09T16:42:28.799209+00:00,2026-07-09T16:44:37.784304+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_udita2.csv
71fc6000-83aa-44f3-89d6-ffef9b94f85d,udita2,482745810921,aws.credential-access.ec2-get-password-data,credential-access,2,2026-07-09T16:44:37.785535+00:00,2026-07-09T16:46:17.458490+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_udita2.csv
75c30074-9ba5-417c-98e9-fa73bfa737dc,udita2,482745810921,aws.persistence.iam-create-user-login-profile,persistence,2,2026-07-09T16:46:17.459846+00:00,2026-07-09T16:47:44.884060+00:00,ok,ok,ok,ok,CreateLoginProfile,,manifest_udita2.csv
81bb479b-32d8-43ae-a676-7cb5e2553ea0,udita2,482745810921,aws.persistence.lambda-backdoor-function,persistence,3,2026-07-09T16:47:44.885081+00:00,2026-07-09T16:49:20.323965+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_udita2.csv
d66dd324-b11e-4762-a1b9-bb1c0d7d48d3,udita2,482745810921,aws.persistence.iam-backdoor-user,persistence,3,2026-07-09T16:49:20.324786+00:00,2026-07-09T16:50:43.137047+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_udita2.csv
8389ecfa-901a-4fb8-9854-14a81cf3b4e1,udita2,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,2,2026-07-09T16:50:43.138342+00:00,2026-07-09T16:52:18.957883+00:00,ok,ok,ok,ok,StopLogging,,manifest_udita2.csv
1ad438f3-63db-4216-b858-43c70937ccc0,udita2,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,1,2026-07-09T16:52:18.959479+00:00,2026-07-09T16:54:23.689782+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_udita2.csv
1196b91d-f5e3-42be-b51c-9e20d00418b3,udita2,482745810921,aws.persistence.iam-create-user-login-profile,persistence,3,2026-07-09T16:54:23.690986+00:00,2026-07-09T16:55:52.416058+00:00,ok,ok,ok,ok,CreateLoginProfile,,manifest_udita2.csv
e0c125e2-088f-4cd4-b640-bba7ac763f60,udita2,482745810921,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,3,2026-07-09T16:55:52.418003+00:00,2026-07-09T16:57:29.736257+00:00,ok,ok,ok,ok,PutEventSelectors,,manifest_udita2.csv
010cac40-d64c-4fd3-acaa-93f76fb978da,udita2,482745810921,aws.persistence.iam-create-backdoor-role,persistence,2,2026-07-09T16:57:29.737841+00:00,2026-07-09T16:58:14.784296+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_udita2.csv
41144cf9-f2f7-411c-8975-bee84ce2804b,udita2,482745810921,aws.persistence.iam-create-backdoor-role,persistence,3,2026-07-09T16:58:14.785400+00:00,2026-07-09T16:59:14.821348+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_udita2.csv
349a2385-c6ff-4b3e-9dca-da57624bdb25,udita2,482745810921,aws.credential-access.ec2-get-password-data,credential-access,3,2026-07-09T16:59:14.822359+00:00,2026-07-09T17:01:06.088648+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_udita2.csv
66a76560-8c15-4788-8278-8eef13325f51,udita2,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,3,2026-07-09T17:01:06.089929+00:00,2026-07-09T17:02:55.915523+00:00,ok,ok,ok,ok,StopLogging,,manifest_udita2.csv
440d8fb2-fa36-4d8c-a34f-0c3dd81c4fc4,udita2,482745810921,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,2,2026-07-09T17:02:55.916769+00:00,2026-07-09T17:04:49.169302+00:00,ok,ok,ok,ok,PutEventSelectors,,manifest_udita2.csv
885c24c5-5d20-438d-ae55-c5f9e6ba2b0c,udita2,482745810921,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,1,2026-07-09T17:04:49.170382+00:00,2026-07-09T17:06:29.950477+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,manifest_udita2.csv
626d4ead-c495-444b-bb80-c111377337cf,udita2,482745810921,aws.credential-access.ec2-get-password-data,credential-access,1,2026-07-09T17:06:29.951467+00:00,2026-07-09T17:08:26.817060+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_udita2.csv
52feb31d-557a-4885-8203-0d7b23b2dd16,udita2,482745810921,aws.persistence.iam-create-backdoor-role,persistence,1,2026-07-09T17:08:26.818440+00:00,2026-07-09T17:09:08.525088+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_udita2.csv
5b4b0db3-544c-421c-b0e6-ae8f27e4f1a1,udita2,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,3,2026-07-09T17:09:08.526205+00:00,2026-07-09T17:10:41.513361+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_udita2.csv
051e0110-d3f1-4b3a-abc7-95729a2060b8,udita2,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,1,2026-07-09T17:10:41.514458+00:00,2026-07-09T17:12:23.046898+00:00,ok,ok,ok,ok,StopLogging,,manifest_udita2.csv
0d36ed8f-e818-4162-ae81-1d4c1b43b18d,udita,482745810921,aws.credential-access.ec2-get-password-data,credential-access,1,2026-07-08T18:34:41.791291+00:00,2026-07-08T18:39:05.253488+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_udita_1.csv
0c17779d-a389-4283-a707-5885a9802019,udita,482745810921,aws.credential-access.ec2-get-password-data,credential-access,3,2026-07-08T18:39:05.255334+00:00,2026-07-08T18:41:30.398998+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_udita_1.csv
e7a43a58-41be-4770-aef5-757c43c50590,udita,482745810921,aws.persistence.lambda-backdoor-function,persistence,2,2026-07-08T18:41:30.400986+00:00,2026-07-08T18:44:55.011829+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_udita_1.csv
0bb52f71-0b75-4d38-8a40-2add584fe999,udita,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,2,2026-07-08T18:44:55.013741+00:00,2026-07-08T18:49:52.750864+00:00,ok,ok,ok,ok,StopLogging,,manifest_udita_1.csv
c734449e-f174-43c2-baa5-350d54b2dbf2,udita,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,1,2026-07-08T18:49:52.753009+00:00,2026-07-08T18:54:21.944912+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_udita_1.csv
3489eef0-f89a-4f01-9458-877fc21a2ad0,udita,482745810921,aws.persistence.iam-create-backdoor-role,persistence,1,2026-07-08T18:54:21.946962+00:00,2026-07-08T18:57:20.295844+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_udita_1.csv
c221edb6-27d3-40bd-b8e1-12200f94b16d,udita,482745810921,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,3,2026-07-08T18:57:20.297003+00:00,2026-07-08T19:02:50.621033+00:00,FAILED,,,FAILED - MANUAL CHECK NEEDED,ListSecrets;GetSecretValue,"warmup: TIMEOUT after 300s: Command '['C:\\Users\\udita\\bin\\stratus.EXE', 'warmup', 'aws.credential-access.secretsmanager-retrieve-secrets']' timed out after 300 seconds | cleanup: --------------+--------+
| ID                                                    | NAME                                              | STATUS |
+-------------------------------------------------------+---------------------------------------------------+--------+
| aws.credential-access.secretsmanager-retrieve-secrets | Retrieve a High Number of Secrets Manager secrets | COLD   |
+-------------------------------------------------------+---------------------------------------------------+--------+",manifest_udita_1.csv
a4d5ed1d-e596-4c33-8d30-b2ad984b1d0b,udita,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,2,2026-07-08T19:02:50.631047+00:00,2026-07-08T19:06:04.645001+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_udita_1.csv
0d3954bd-b98c-4223-bc48-7e1132d70c49,udita,482745810921,aws.persistence.iam-create-backdoor-role,persistence,3,2026-07-08T19:06:04.646865+00:00,2026-07-08T19:07:23.312104+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_udita_1.csv
f6ff8d79-4ed8-4c5f-95b2-ce880abbf759,udita,482745810921,aws.persistence.iam-create-admin-user,persistence,2,2026-07-08T19:07:23.313148+00:00,2026-07-08T19:08:44.126944+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_udita_1.csv
9475b73f-d6e2-40ed-8ee7-42d85fb9d5e2,udita,482745810921,aws.defense-evasion.cloudtrail-event-selectors,defense-evasion,1,2026-07-08T19:08:44.127858+00:00,2026-07-08T19:11:11.978559+00:00,ok,ok,ok,ok,PutEventSelectors,,manifest_udita_1.csv
422bb0f5-fd6e-4d4c-84f0-c8706736e684,udita,482745810921,aws.credential-access.secretsmanager-retrieve-secrets,credential-access,2,2026-07-08T19:11:11.980018+00:00,2026-07-08T19:12:52.590381+00:00,ok,ok,ok,ok,ListSecrets;GetSecretValue,,manifest_udita_1.csv
196c540a-4407-4190-b05c-ef5bbed52d7c,udita,482745810921,aws.credential-access.ec2-get-password-data,credential-access,2,2026-07-08T19:12:52.591511+00:00,2026-07-08T19:15:37.899071+00:00,ok,ok,ok,ok,AssumeRole;GetPasswordData,,manifest_udita_1.csv
58095da0-5da6-424a-8daa-78239d3b2bfb,udita,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,2,2026-07-08T19:15:37.900215+00:00,2026-07-08T19:18:10.562019+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_udita_1.csv
96c1f026-8ccc-4be9-b09f-7b40f6d1a119,udita,482745810921,aws.persistence.lambda-backdoor-function,persistence,3,2026-07-08T19:18:10.573965+00:00,2026-07-08T19:20:19.927971+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_udita_1.csv
b9044b79-f655-4cf9-bd28-1fd7fd8f6b5a,udita,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,3,2026-07-08T19:20:19.929256+00:00,2026-07-08T19:22:06.525639+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_udita_1.csv
8e45208c-a86e-4333-8d9b-68378adb3d80,udita,482745810921,aws.persistence.lambda-backdoor-function,persistence,1,2026-07-08T19:22:06.526716+00:00,2026-07-08T19:25:00.055011+00:00,ok,ok,ok,ok,AddPermission20150331v2,,manifest_udita_1.csv
b92c4bbb-8bc6-44da-979b-1d7f04a0fe09,udita,482745810921,aws.persistence.iam-create-user-login-profile,persistence,1,2026-07-08T19:25:00.064435+00:00,2026-07-08T19:27:25.692666+00:00,ok,ok,ok,ok,CreateLoginProfile,,manifest_udita_1.csv
a2ac7b1e-ffa9-48b0-9168-5d27dcd0639d,udita,482745810921,aws.persistence.iam-backdoor-user,persistence,1,2026-07-08T19:27:25.693956+00:00,2026-07-08T19:30:55.816714+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_udita_1.csv
d03c9711-622a-41f1-b43c-e5ffefdbef3e,udita,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,1,2026-07-08T19:30:55.817683+00:00,2026-07-08T19:34:23.640926+00:00,ok,ok,ok,ok,StopLogging,,manifest_udita_1.csv
d66e4ad3-39ae-4c18-9a32-af16ca00769d,udita,482745810921,aws.persistence.iam-create-user-login-profile,persistence,2,2026-07-08T19:34:23.642661+00:00,2026-07-08T19:38:41.107324+00:00,ok,ok,ok,ok,CreateLoginProfile,,manifest_udita_1.csv
383e7f90-04bb-4011-a9d1-c3cfb29148fe,udita,482745810921,aws.persistence.iam-create-admin-user,persistence,3,2026-07-08T19:38:41.108325+00:00,2026-07-08T19:40:22.366661+00:00,ok,ok,ok,ok,CreateUser;AttachUserPolicy,,manifest_udita_1.csv
48f88037-ff10-490f-9f3d-51de747b197e,udita,482745810921,aws.privilege-escalation.iam-update-user-login-profile,privilege-escalation,1,2026-07-08T19:40:22.367689+00:00,2026-07-08T19:43:11.558648+00:00,ok,ok,ok,ok,UpdateLoginProfile,,manifest_udita_1.csv
de6d7d81-f4d8-46f3-a472-a46be8560814,udita,482745810921,aws.persistence.iam-create-backdoor-role,persistence,2,2026-07-08T19:43:11.559786+00:00,2026-07-08T19:44:34.696943+00:00,ok,ok,ok,ok,CreateRole;AttachRolePolicy,,manifest_udita_1.csv
5a42224a-6628-4f55-9d55-258e3ab6e911,udita,482745810921,aws.credential-access.ssm-retrieve-securestring-parameters,credential-access,3,2026-07-08T19:44:34.697978+00:00,2026-07-08T19:47:55.409315+00:00,ok,ok,ok,ok,DescribeParameters;GetParameters,,manifest_udita_1.csv
2672ffff-202a-4972-9a3d-b30316fab1b6,udita,482745810921,aws.persistence.iam-backdoor-user,persistence,3,2026-07-08T19:47:55.410541+00:00,2026-07-08T19:50:33.128262+00:00,ok,ok,ok,ok,CreateAccessKey,,manifest_udita_1.csv
56f35981-f20e-4a26-8a2c-efb460baf14c,udita,482745810921,aws.defense-evasion.cloudtrail-stop,defense-evasion,3,2026-07-08T19:50:33.129409+00:00,2026-07-08T19:53:17.886954+00:00,ok,ok,ok,ok,StopLogging,,manifest_udita_1.csv
