log_id,source_node,target_node,edge_type,label,source_node_degree,edge_interaction_count,source_node_age_normalized,source_privilege_level,source_historical_risk,target_resource_criticality,is_cross_account
synthetic_cloudtrail.csv:11,arn:aws:iam::921048676870:user/hyyafj,i-qcoobxcabjuatzwuk,DescribeSecurityGroups,0,1,1,0.0,0,0.03,3,1
synthetic_cloudtrail.csv:12,arn:aws:iam::921048676870:user/hyyafj,aws_service,DescribeSubnets,0,2,1,0.0011111111111111100,0,0.051,3,1
synthetic_cloudtrail.csv:13,arn:aws:iam::921048676870:user/hyyafj,aws_service,GetRole,0,3,2,0.0012731481481481500,0,0.0657,4,1
synthetic_cloudtrail.csv:14,arn:aws:iam::921048676870:user/hyyafj,fn-eobppm,ListFunctions,0,4,1,0.001724537037037040,0,0.076,2,1
synthetic_cloudtrail.csv:15,arn:aws:iam::921048676870:user/hyyafj,i-ncabtqtkwrqfriqsj,RebootInstances,0,5,1,0.0020949074074074100,1,0.0832,3,1
synthetic_cloudtrail.csv:16,arn:aws:iam::921048676870:user/hyyafj,i-pxqznuussioxiqzfm,ModifyInstanceAttribute,0,6,1,0.003472222222222220,1,0.0882,3,1
synthetic_cloudtrail.csv:17,arn:aws:iam::921048676870:user/hyyafj,aws_service,ListFunctions,0,7,3,0.004421296296296300,1,0.0918,2,1
synthetic_cloudtrail.csv:18,arn:aws:iam::921048676870:user/hyyafj,data-gkfhrz-bucket,GetBucketAcl,0,8,1,0.005023148148148150,1,0.0942,3,1
synthetic_cloudtrail.csv:19,arn:aws:iam::921048676870:user/hyyafj,aws_service,DescribeLoadBalancers,0,9,4,0.005810185185185190,1,0.096,2,1
synthetic_cloudtrail.csv:20,arn:aws:iam::921048676870:user/hyyafj,alias/azuamm,ListKeys,0,10,1,0.007175925925925930,1,0.0972,5,1
synthetic_cloudtrail.csv:21,arn:aws:iam::921048676870:user/hyyafj,fn-cxqzeg,ListFunctions,0,11,1,0.008263888888888890,1,0.098,2,1
synthetic_cloudtrail.csv:22,arn:aws:iam::921048676870:user/hyyafj,aws_service,GetBucketLogging,0,12,5,0.009560185185185190,1,0.0986,3,0
synthetic_cloudtrail.csv:23,arn:aws:iam::921048676870:user/hyyafj,aws_service,GetParameter,0,13,6,0.010613425925925900,1,0.099,2,0
synthetic_cloudtrail.csv:24,arn:aws:iam::595963223685:user/twslhu,aws_service,GetRole,0,1,1,0.0,0,0.03,4,1
synthetic_cloudtrail.csv:25,arn:aws:iam::595963223685:user/twslhu,aws_service,GetBucketLogging,0,2,2,0.0007291666666666670,0,0.051,3,1
synthetic_cloudtrail.csv:26,arn:aws:iam::595963223685:user/twslhu,role-jtdcpw,GetRole,0,3,1,0.000925925925925926,0,0.0657,4,1
synthetic_cloudtrail.csv:27,arn:aws:iam::595963223685:user/twslhu,i-uttjrbtmgbutzvsim,DescribeSubnets,0,4,1,0.001990740740740740,0,0.076,3,1
synthetic_cloudtrail.csv:28,arn:aws:iam::595963223685:user/twslhu,aws_service,ListGroupsForUser,0,5,3,0.0020486111111111100,0,0.0832,4,1
synthetic_cloudtrail.csv:29,arn:aws:iam::595963223685:user/twslhu,prod/db/mbbcbs,PutSecretValue,0,6,1,0.0025462962962963000,1,0.0882,5,1
synthetic_cloudtrail.csv:30,arn:aws:iam::595963223685:user/twslhu,aws_service,DescribeSecurityGroups,0,7,4,0.002800925925925930,1,0.0918,3,1
synthetic_cloudtrail.csv:31,arn:aws:iam::595963223685:user/twslhu,alias/incziy,ListKeys,0,8,1,0.0032175925925925900,1,0.0942,5,1
synthetic_cloudtrail.csv:32,arn:aws:iam::595963223685:user/twslhu,aws_service,DescribeSecurityGroups,0,9,5,0.0036689814814814800,1,0.096,3,1
synthetic_cloudtrail.csv:33,arn:aws:iam::595963223685:user/twslhu,wrvhvx,DescribeLoadBalancers,0,10,1,0.004189814814814820,1,0.0972,2,1
synthetic_cloudtrail.csv:34,arn:aws:iam::595963223685:user/twslhu,i-ogipvqkzpeebkworc,DescribeInstances,0,11,1,0.00474537037037037,1,0.128,3,1
synthetic_cloudtrail.csv:35,arn:aws:iam::201431602170:user/pmtjzn,prod/db/cjitqe,RotateSecret,0,1,1,0.0,1,0.03,5,1
synthetic_cloudtrail.csv:36,arn:aws:iam::201431602170:user/pmtjzn,/app/hjziyg/config,DescribeInstanceInformation,0,2,1,0.0005555555555555560,1,0.051,2,1
synthetic_cloudtrail.csv:37,arn:aws:iam::201431602170:user/pmtjzn,aws_service,ModifyInstanceAttribute,0,3,1,0.0016782407407407400,1,0.0657,3,1
synthetic_cloudtrail.csv:38,arn:aws:iam::201431602170:user/pmtjzn,i-erkfdfnsljhlpetcf,ModifyInstanceAttribute,0,4,1,0.002210648148148150,1,0.076,3,1
synthetic_cloudtrail.csv:39,arn:aws:iam::201431602170:user/pmtjzn,aws_service,StopInstances,0,5,2,0.0028587962962963000,1,0.0832,3,1
synthetic_cloudtrail.csv:40,arn:aws:iam::201431602170:user/pmtjzn,prod/db/fevrzo,GetSecretValue,0,6,1,0.003587962962962960,1,0.2982,5,1
synthetic_cloudtrail.csv:41,arn:aws:iam::201431602170:user/pmtjzn,role-mjbexj,GetRolePolicy,0,7,1,0.004976851851851850,1,0.2388,4,1
synthetic_cloudtrail.csv:42,arn:aws:iam::201431602170:user/pmtjzn,aws_service,DescribeLoadBalancers,0,8,3,0.005069444444444440,1,0.1971,2,1
synthetic_cloudtrail.csv:43,arn:aws:iam::201431602170:user/pmtjzn,/app/lwebrk/config,SendCommand,0,9,1,0.005891203703703700,1,0.378,2,1
synthetic_cloudtrail.csv:44,arn:aws:iam::201431602170:user/pmtjzn,role-wyvptl,GetUser,0,10,1,0.0065625,1,0.2946,4,1
synthetic_cloudtrail.csv:45,arn:aws:iam::201431602170:user/pmtjzn,data-dafqgl-bucket,GetBucketLogging,0,11,1,0.007361111111111110,1,0.2362,3,1
synthetic_cloudtrail.csv:46,arn:aws:iam::201431602170:user/pmtjzn,data-mzpdsy-bucket,GetBucketLogging,0,12,1,0.008020833333333330,1,0.1954,3,1
synthetic_cloudtrail.csv:47,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,i-hsgjqhkdccwfnfhuz,DescribeInstances,0,1,1,0.0,0,0.06,3,1
synthetic_cloudtrail.csv:48,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/fphjzd/config,GetParameter,0,2,1,0.00015046296296296300,0,0.072,2,1
synthetic_cloudtrail.csv:49,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/cdpntr/config,SendCommand,0,3,1,0.00024305555555555600,1,0.2904,2,1
synthetic_cloudtrail.csv:50,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,i-fwwhkqmwbiuoumkvu,DescribeInstances,0,4,1,0.00028935185185185200,1,0.2633,3,1
synthetic_cloudtrail.csv:51,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/rrclzu/config,GetParameter,0,5,1,0.0003356481481481480,1,0.2143,2,1
synthetic_cloudtrail.csv:52,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/ycgnbf/config,GetParameter,0,6,1,0.0006712962962962960,1,0.18,2,1
synthetic_cloudtrail.csv:53,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/lmibhq/config,PutParameter,0,7,1,0.0009490740740740740,1,0.156,2,1
synthetic_cloudtrail.csv:54,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,prod/db/jnrmmx,GetSecretValue,0,8,1,0.0011689814814814800,1,0.3492,5,1
synthetic_cloudtrail.csv:55,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/dlbgqz/config,GetParameter,0,9,1,0.0011921296296296300,1,0.2744,2,1
synthetic_cloudtrail.csv:56,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,alias/gaokhs,ListKeys,0,10,1,0.0015393518518518500,1,0.2221,5,1
synthetic_cloudtrail.csv:57,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,/app/ejmydf/config,GetParameter,0,11,1,0.0015509259259259300,1,0.1855,2,1
synthetic_cloudtrail.csv:58,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,alias/kfcwyw,ListKeys,0,12,1,0.0017592592592592600,1,0.1598,5,1
synthetic_cloudtrail.csv:59,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,i-rlsfmieoxuxcxfyxk,DescribeInstances,0,13,1,0.001851851851851850,1,0.1719,3,1
synthetic_cloudtrail.csv:60,arn:aws:sts::815241828350:assumed-role/LambdaExecutionRole/ubrgkmtfsbikyskf,aws_service,DescribeInstances,0,14,1,0.0021759259259259300,1,0.1803,3,0
synthetic_cloudtrail.csv:61,arn:aws:iam::890976271776:user/ivedmw,/app/hktaid/config,GetParameter,0,1,1,0.0,0,0.03,2,1
synthetic_cloudtrail.csv:62,arn:aws:iam::890976271776:user/ivedmw,prod/db/uptjdf,PutSecretValue,0,2,1,0.0006712962962962960,1,0.051,5,1
synthetic_cloudtrail.csv:63,arn:aws:iam::890976271776:user/ivedmw,/app/nnccqc/config,GetParameter,0,3,1,0.001400462962962960,1,0.0657,2,1
synthetic_cloudtrail.csv:64,arn:aws:iam::890976271776:user/ivedmw,aws_service,DescribeDBInstances,0,4,1,0.001979166666666670,1,0.076,2,1
synthetic_cloudtrail.csv:65,arn:aws:iam::890976271776:user/ivedmw,data-vomxli-bucket,GetBucketLogging,0,5,1,0.002384259259259260,1,0.0832,3,1
synthetic_cloudtrail.csv:66,arn:aws:iam::890976271776:user/ivedmw,i-ugkgvwekirpkrimut,DescribeVpcs,0,6,1,0.00375,1,0.0882,3,1
synthetic_cloudtrail.csv:67,arn:aws:iam::890976271776:user/ivedmw,i-vnxjxoxetqrqcanye,CreateSnapshot,0,7,1,0.004629629629629630,1,0.0918,3,1
synthetic_cloudtrail.csv:68,arn:aws:iam::890976271776:user/ivedmw,alias/hnhncm,DescribeKey,0,8,1,0.005127314814814820,1,0.0942,5,1
synthetic_cloudtrail.csv:69,arn:aws:iam::890976271776:user/ivedmw,alias/qnvygj,ListKeys,0,9,1,0.00636574074074074,1,0.096,5,1
synthetic_cloudtrail.csv:70,arn:aws:iam::890976271776:user/ivedmw,role-bgxwph,ListRolePolicies,0,10,1,0.006597222222222220,1,0.0972,4,1
synthetic_cloudtrail.csv:71,arn:aws:iam::623618529660:user/ctozdr,/app/uysmfa/config,PutParameter,0,1,1,0.0,1,0.03,2,1
synthetic_cloudtrail.csv:72,arn:aws:iam::623618529660:user/ctozdr,data-rwgxby-bucket,GetBucketLogging,0,2,1,0.0002546296296296300,1,0.051,3,1
synthetic_cloudtrail.csv:73,arn:aws:iam::623618529660:user/ctozdr,aws_service,StopInstances,0,3,1,0.0005208333333333330,1,0.0657,3,1
synthetic_cloudtrail.csv:74,arn:aws:iam::623618529660:user/ctozdr,aws_service,GetRole,0,4,2,0.0010300925925925900,1,0.076,4,1
synthetic_cloudtrail.csv:75,arn:aws:iam::623618529660:user/ctozdr,/app/bgwijc/config,PutParameter,0,5,1,0.0015509259259259300,1,0.0832,2,1
synthetic_cloudtrail.csv:76,arn:aws:iam::623618529660:user/ctozdr,/app/gkfsqu/config,DescribeInstanceInformation,0,6,1,0.0019560185185185200,1,0.0882,2,1
synthetic_cloudtrail.csv:77,arn:aws:iam::623618529660:user/ctozdr,i-rweagwwwtdhaohnjn,StopInstances,0,7,1,0.0029861111111111100,1,0.0918,3,1
synthetic_cloudtrail.csv:78,arn:aws:iam::623618529660:user/ctozdr,aws_service,DescribeInstances,0,8,3,0.003472222222222220,1,0.1242,3,1
synthetic_cloudtrail.csv:79,arn:aws:iam::623618529660:user/ctozdr,aws_service,StartInstances,0,9,4,0.004710648148148150,1,0.117,3,1
synthetic_cloudtrail.csv:80,arn:aws:iam::623618529660:user/ctozdr,alias/dlykcw,DescribeKey,0,10,1,0.006099537037037040,1,0.1119,5,1
synthetic_cloudtrail.csv:81,arn:aws:iam::623618529660:user/ctozdr,prod/db/tbawhe,PutSecretValue,0,11,1,0.006597222222222220,1,0.1083,5,1
synthetic_cloudtrail.csv:82,arn:aws:iam::623618529660:user/ctozdr,aws_service,DescribeSubnets,0,12,5,0.007118055555555560,1,0.1058,3,1
synthetic_cloudtrail.csv:83,arn:aws:iam::623618529660:user/ctozdr,role-lcufhx,GetRolePolicy,0,13,1,0.008425925925925930,1,0.1041,4,1
synthetic_cloudtrail.csv:84,arn:aws:iam::623618529660:user/ctozdr,/app/qvymsm/config,GetParameter,0,14,1,0.009097222222222220,1,0.1029,2,1
synthetic_cloudtrail.csv:85,arn:aws:iam::623618529660:user/ctozdr,i-knygfpcdttzypvawm,DescribeSecurityGroups,0,15,1,0.010185185185185200,1,0.102,3,0
synthetic_cloudtrail.csv:86,arn:aws:iam::623618529660:user/ctozdr,aws_service,GetParameter,0,16,6,0.011354166666666700,1,0.1014,2,0
synthetic_cloudtrail.csv:87,arn:aws:iam::623618529660:user/ctozdr,data-xrjses-bucket,GetBucketLogging,0,17,1,0.012418981481481500,1,0.101,3,0
synthetic_cloudtrail.csv:88,arn:aws:iam::493883649653:user/tbfeyz,aws_service,DescribeDBInstances,0,1,1,0.0,0,0.03,2,1
synthetic_cloudtrail.csv:89,arn:aws:iam::493883649653:user/tbfeyz,/app/tmxjkq/config,GetParameter,0,2,1,0.0010648148148148100,0,0.051,2,1
synthetic_cloudtrail.csv:90,arn:aws:iam::493883649653:user/tbfeyz,prod/db/whoizb,RotateSecret,0,3,1,0.0016550925925925900,1,0.0657,5,1
synthetic_cloudtrail.csv:91,arn:aws:iam::493883649653:user/tbfeyz,i-ezeuhrqfzpbdmizgl,DescribeVpcs,0,4,1,0.0021875,1,0.076,3,1
synthetic_cloudtrail.csv:92,arn:aws:iam::493883649653:user/tbfeyz,/app/nfmqiq/config,SendCommand,0,5,1,0.002824074074074070,1,0.2932,2,1
synthetic_cloudtrail.csv:93,arn:aws:iam::493883649653:user/tbfeyz,aws_service,DescribeDBInstances,0,6,2,0.004085648148148150,1,0.2352,2,1
synthetic_cloudtrail.csv:94,arn:aws:iam::493883649653:user/tbfeyz,data-jpbkiy-bucket,GetBucketPolicy,0,7,1,0.004710648148148150,1,0.1947,3,1
synthetic_cloudtrail.csv:95,arn:aws:iam::493883649653:user/tbfeyz,prod/db/zlkwsu,GetSecretValue,0,8,1,0.005925925925925930,1,0.3763,5,1
synthetic_cloudtrail.csv:96,arn:aws:iam::323548567343:user/cgdxnz,i-gfgggkbygbvrizbty,CreateSnapshot,0,1,1,0.0,1,0.03,3,1
synthetic_cloudtrail.csv:97,arn:aws:iam::323548567343:user/cgdxnz,data-wwolmp-bucket,GetBucketAcl,0,2,1,0.00042824074074074100,1,0.051,3,1
synthetic_cloudtrail.csv:98,arn:aws:iam::323548567343:user/cgdxnz,/app/dfwqma/config,GetParameter,0,3,1,0.0009722222222222220,1,0.0657,2,1
synthetic_cloudtrail.csv:99,arn:aws:iam::323548567343:user/cgdxnz,prod/db/njxqny,GetSecretValue,0,4,1,0.0022222222222222200,1,0.286,5,1
synthetic_cloudtrail.csv:100,arn:aws:iam::323548567343:user/cgdxnz,/app/splqco/config,DescribeInstanceInformation,0,5,1,0.002476851851851850,1,0.2302,2,1
synthetic_cloudtrail.csv:101,arn:aws:iam::323548567343:user/cgdxnz,aws_service,DescribeSecurityGroups,0,6,1,0.0030902777777777800,1,0.1911,3,1
synthetic_cloudtrail.csv:102,arn:aws:iam::323548567343:user/cgdxnz,/app/epbcqe/config,DescribeInstanceInformation,0,7,1,0.003923611111111110,1,0.1638,2,1
synthetic_cloudtrail.csv:103,arn:aws:iam::323548567343:user/cgdxnz,/app/kaitns/config,GetParameter,0,8,1,0.005231481481481480,1,0.1447,2,1
synthetic_cloudtrail.csv:104,arn:aws:iam::323548567343:user/cgdxnz,aws_service,ListKeys,0,9,2,0.006319444444444440,1,0.1313,5,1
synthetic_cloudtrail.csv:105,arn:aws:iam::323548567343:user/cgdxnz,db-nwhxbq,DescribeDBInstances,0,10,1,0.0071643518518518500,1,0.1219,2,1
synthetic_cloudtrail.csv:106,arn:aws:iam::323548567343:user/cgdxnz,alias/xcjbxp,ListKeys,0,11,1,0.00730324074074074,1,0.1153,5,1
synthetic_cloudtrail.csv:107,arn:aws:iam::323548567343:user/cgdxnz,role-ixhtwt,GetRolePolicy,0,12,1,0.008275462962962960,1,0.1107,4,1
synthetic_cloudtrail.csv:108,arn:aws:iam::323548567343:user/cgdxnz,aws_service,DescribeKey,0,13,3,0.00951388888888889,1,0.1075,5,1
synthetic_cloudtrail.csv:109,arn:aws:iam::323548567343:user/cgdxnz,alias/eoeahx,ListKeys,0,14,1,0.009791666666666670,1,0.1053,5,1
synthetic_cloudtrail.csv:110,arn:aws:iam::323548567343:user/cgdxnz,role-qypvwm,GetUserPolicy,0,15,1,0.011111111111111100,1,0.1037,4,1
synthetic_cloudtrail.csv:111,arn:aws:iam::323548567343:user/cgdxnz,alias/oucowi,ListKeys,0,16,1,0.011712962962963000,1,0.1026,5,1
synthetic_cloudtrail.csv:112,arn:aws:iam::323548567343:user/cgdxnz,i-axuynagrsnymklgsu,StartInstances,0,17,1,0.012106481481481500,1,0.1018,3,1
synthetic_cloudtrail.csv:113,arn:aws:iam::133164228671:root,aws_service,ListManagedNotificationEvents,0,1,1,0.0,4,0.03,2,1
synthetic_cloudtrail.csv:114,arn:aws:iam::133164228671:root,budget-pprgsq,ListManagedNotificationEvents,0,2,1,0.0030092592592592600,4,0.051,2,1
synthetic_cloudtrail.csv:115,arn:aws:iam::133164228671:root,budget-tskgnw,ListManagedNotificationEvents,0,3,1,0.009282407407407410,4,0.0657,2,1
synthetic_cloudtrail.csv:116,arn:aws:iam::133164228671:root,budget-ixqnak,GetCostAndUsage,0,4,1,0.013483796296296300,4,0.076,2,1
synthetic_cloudtrail.csv:117,arn:aws:iam::133164228671:root,budget-lfknzb,DescribeBudgets,0,5,1,0.019224537037037000,4,0.0832,2,1
synthetic_cloudtrail.csv:118,arn:aws:iam::133164228671:root,budget-rhyayp,ListManagedNotificationEvents,0,6,1,0.022037037037037000,4,0.0882,2,1
synthetic_cloudtrail.csv:119,arn:aws:iam::849826804622:user/wwbzni,aws_service,DescribeLoadBalancers,0,1,1,0.0,0,0.03,2,1
synthetic_cloudtrail.csv:120,arn:aws:iam::849826804622:user/wwbzni,role-uwmetg,GetRole,0,2,1,0.0002314814814814820,0,0.051,4,1
synthetic_cloudtrail.csv:121,arn:aws:iam::849826804622:user/wwbzni,aws_service,DescribeDBInstances,0,3,2,0.0006944444444444450,0,0.0657,2,1
synthetic_cloudtrail.csv:122,arn:aws:iam::849826804622:user/wwbzni,aws_service,GetRole,0,4,3,0.0007638888888888890,0,0.076,4,1
synthetic_cloudtrail.csv:123,arn:aws:iam::849826804622:user/wwbzni,fn-umjkfa,ListFunctions,0,5,1,0.0020833333333333300,0,0.0832,2,1
synthetic_cloudtrail.csv:124,arn:aws:iam::849826804622:user/wwbzni,aws_service,DescribeLoadBalancers,0,6,4,0.003460648148148150,0,0.0882,2,1
synthetic_cloudtrail.csv:125,arn:aws:iam::849826804622:user/wwbzni,i-rwjkuwhofrgevfsuy,DescribeSubnets,0,7,1,0.004699074074074070,0,0.0918,3,1
synthetic_cloudtrail.csv:126,arn:aws:iam::849826804622:user/wwbzni,/app/scqbhs/config,GetParameter,0,8,1,0.005902777777777780,0,0.0942,2,1
synthetic_cloudtrail.csv:127,arn:aws:iam::849826804622:user/wwbzni,aws_service,DescribeLoadBalancers,0,9,5,0.006099537037037040,0,0.096,2,1
synthetic_cloudtrail.csv:128,arn:aws:iam::849826804622:user/wwbzni,alias/vktiyk,ListKeys,0,10,1,0.006238425925925930,0,0.0972,5,1
synthetic_cloudtrail.csv:129,arn:aws:iam::849826804622:user/wwbzni,role-vhqudl,GetRole,0,11,1,0.007094907407407410,0,0.098,4,1
synthetic_cloudtrail.csv:130,arn:aws:iam::849826804622:user/wwbzni,db-ukeebn,DescribeDBInstances,0,12,1,0.0077546296296296300,0,0.0986,2,1
synthetic_cloudtrail.csv:131,arn:aws:iam::849826804622:user/wwbzni,iksehf,DescribeLoadBalancers,0,13,1,0.00798611111111111,0,0.099,2,1
synthetic_cloudtrail.csv:132,arn:aws:iam::849826804622:user/wwbzni,role-hynduw,GetUser,0,14,1,0.008425925925925930,0,0.0993,4,1
synthetic_cloudtrail.csv:133,arn:aws:iam::116003343887:user/wvuxei,alias/rywzah,DescribeKey,0,1,1,0.0,0,0.03,5,1
synthetic_cloudtrail.csv:134,arn:aws:iam::116003343887:user/wvuxei,i-dsolmbslpbreocaac,DescribeVpcs,0,2,1,5.78703703703704E-05,0,0.051,3,1
synthetic_cloudtrail.csv:135,arn:aws:iam::116003343887:user/wvuxei,i-xulxelpzzupvyxatl,StopInstances,0,3,1,0.0006944444444444450,1,0.0657,3,1
synthetic_cloudtrail.csv:136,arn:aws:iam::116003343887:user/wvuxei,data-vsnzgq-bucket,GetBucketLogging,0,4,1,0.0019675925925925900,1,0.076,3,1
synthetic_cloudtrail.csv:137,arn:aws:iam::116003343887:user/wvuxei,alias/hzxxzc,DescribeKey,0,5,1,0.003136574074074070,1,0.0832,5,1
synthetic_cloudtrail.csv:138,arn:aws:iam::116003343887:user/wvuxei,aws_service,DescribeInstances,0,6,1,0.004386574074074070,1,0.1182,3,1
synthetic_cloudtrail.csv:139,arn:aws:iam::116003343887:user/wvuxei,alias/kxznoq,ListKeys,0,7,1,0.004768518518518520,1,0.1128,5,1
synthetic_cloudtrail.csv:140,arn:aws:iam::116003343887:user/wvuxei,role-wvpchz,GetUser,0,8,1,0.005648148148148150,1,0.1089,4,1
synthetic_cloudtrail.csv:141,arn:aws:iam::116003343887:user/wvuxei,aws_service,DescribeDBInstances,0,9,2,0.005717592592592590,1,0.1063,2,1
synthetic_cloudtrail.csv:142,arn:aws:iam::116003343887:user/wvuxei,i-zbfrxiovaowbqbeof,DescribeInstances,0,10,1,0.006076388888888890,1,0.1344,3,1
synthetic_cloudtrail.csv:143,arn:aws:iam::116003343887:user/wvuxei,aws_service,DescribeSecurityGroups,0,11,3,0.0068865740740740700,1,0.1241,3,1
synthetic_cloudtrail.csv:144,arn:aws:iam::116003343887:user/wvuxei,aws_service,DescribeLoadBalancers,0,12,4,0.007372685185185190,1,0.1168,2,1
synthetic_cloudtrail.csv:145,unknown_principal,aws_service,StartSecretVersionDelete,0,1,1,0.0,1,0.03,5,0
synthetic_cloudtrail.csv:146,unknown_principal,aws_service,EndSecretVersionDelete,0,2,2,0.0005555555555555560,1,0.051,5,0
synthetic_cloudtrail.csv:147,unknown_principal,aws_service,StartSecretVersionDelete,0,3,3,0.000625,1,0.0657,5,0
synthetic_cloudtrail.csv:148,unknown_principal,aws_service,EndSecretVersionDelete,0,4,4,0.001261574074074070,1,0.076,5,0
synthetic_cloudtrail.csv:149,unknown_principal,aws_service,StartSecretVersionDelete,0,5,5,0.0019097222222222200,1,0.0832,5,0
synthetic_cloudtrail.csv:150,unknown_principal,aws_service,EndSecretVersionDelete,0,6,6,0.0025925925925925900,1,0.0882,5,0
synthetic_cloudtrail.csv:151,unknown_principal,aws_service,StartSecretVersionDelete,0,7,7,0.0031944444444444400,1,0.0918,5,0
synthetic_cloudtrail.csv:152,unknown_principal,aws_service,EndSecretVersionDelete,0,8,8,0.0034375,1,0.0942,5,0
synthetic_cloudtrail.csv:153,unknown_principal,data-hwuwtd-bucket,GetBucketAcl,0,9,1,0.21150462962963000,1,0.096,3,0
synthetic_cloudtrail.csv:154,unknown_principal,role-slsmhm,AssumeRole,0,10,1,0.21375,1,0.2472,2,0
synthetic_cloudtrail.csv:155,unknown_principal,role-nkarbs,AssumeRole,0,11,1,0.21685185185185200,1,0.353,2,0
synthetic_cloudtrail.csv:156,unknown_principal,data-gwphig-bucket,GetBucketAcl,0,12,1,0.21829861111111100,1,0.2771,3,0
synthetic_cloudtrail.csv:157,unknown_principal,role-uamexx,AssumeRole,0,13,1,0.22010416666666700,1,0.374,2,0
synthetic_cloudtrail.csv:158,unknown_principal,role-ypjxkv,AssumeRole,0,14,1,0.22277777777777800,1,0.4418,2,0
synthetic_cloudtrail.csv:159,unknown_principal,role-lwmjny,AssumeRole,0,15,1,0.22564814814814800,1,0.4893,2,0
synthetic_cloudtrail.csv:160,unknown_principal,data-bdrnub-bucket,GetBucketAcl,0,16,1,0.22902777777777800,1,0.3725,3,0
synthetic_cloudtrail.csv:161,unknown_principal,role-lnhwck,AssumeRole,0,17,1,0.23130787037037000,1,0.4407,2,0
synthetic_cloudtrail.csv:162,unknown_principal,role-dvdozp,AssumeRole,0,18,1,0.23409722222222200,1,0.4885,2,0
synthetic_cloudtrail.csv:163,unknown_principal,data-mpsalk-bucket,GetBucketAcl,0,19,1,0.23625,1,0.372,3,0
synthetic_cloudtrail.csv:164,unknown_principal,data-aizmgy-bucket,GetBucketAcl,0,20,1,0.23776620370370400,1,0.2904,3,0
synthetic_cloudtrail.csv:165,arn:aws:iam::109551462365:user/dclgsb,role-xmsucq,GetRole,0,1,1,0.0,0,0.03,4,1
synthetic_cloudtrail.csv:166,arn:aws:iam::109551462365:user/dclgsb,i-cymouulkgwkexcykb,CreateSnapshot,0,2,1,0.0013078703703703700,1,0.051,3,1
