timestamp,event_name,event_source,aws_region,source_ip,error_code,username,principal_type,principal_arn,attack_technique,label,session_label,mfa_authenticated,action_encoded,hour_normalized,is_error
2023-07-10 12:08:19+00:00,DescribeTrails,cloudtrail.amazonaws.com,us-east-1,lambda.amazonaws.com,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:23:44+00:00,GetAccountAuthorizationDetails,account.amazonaws.com,us-east-1,rds.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:22:22+00:00,DescribeDBInstances,rds.amazonaws.com,us-east-1,AWS Internal,,benjamin,IAMUser,arn:aws:iam::123837392027:user/benjamin,,0,0,0,0,0.5217,0
2023-07-10 12:29:35+00:00,DescribeNatGateways,account.amazonaws.com,us-east-1,lambda.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:23:37+00:00,DescribeVolumes,account.amazonaws.com,us-east-1,lambda.amazonaws.com,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:51:12+00:00,DescribeSecret,secretsmanager.amazonaws.com,us-east-1,AWS Internal,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 12:09:04+00:00,DescribeAutoScalingGroups,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:03:58+00:00,DescribeVpcs,ec2.amazonaws.com,us-east-1,rds.amazonaws.com,ThrottlingException,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:01:32+00:00,ListGroupsForUser,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:56:20+00:00,GetLoginProfile,account.amazonaws.com,us-east-1,AWS Internal,AccessDenied,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.4783,1
2023-07-10 11:54:13+00:00,PutEventSelectors,cloudtrail.amazonaws.com,us-east-1,192.168.10.20,,stratus-red-team-ec2-steal-credentials-role,AssumedRole,arn:aws:iam::123837392027:assumed-role/stratus-red-team-ec2-steal-credentials-role,defense-evasion,1,1,0,15,0.4783,0
2023-07-10 12:16:42+00:00,DescribeVolumes,account.amazonaws.com,us-east-1,lambda.amazonaws.com,Client.UnauthorizedOperation,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:04:36+00:00,DescribeInternetGateways,account.amazonaws.com,us-east-1,ec2.amazonaws.com,NoSuchBucketPolicy,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:16:19+00:00,DescribeTrails,cloudtrail.amazonaws.com,us-east-1,ec2.amazonaws.com,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:03:17+00:00,GetTrailStatus,account.amazonaws.com,us-east-1,10.107.112.14,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,0
2023-07-10 12:25:23+00:00,DescribeInstances,ec2.amazonaws.com,us-east-1,rds.amazonaws.com,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:54:17+00:00,DescribeTrails,cloudtrail.amazonaws.com,us-east-1,10.8.8.10,ThrottlingException,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.4783,1
2023-07-10 12:25:52+00:00,DescribeSecret,secretsmanager.amazonaws.com,us-east-1,10.107.159.90,,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,0
2023-07-10 12:19:29+00:00,DescribeInternetGateways,account.amazonaws.com,us-east-1,10.107.159.90,Client.UnauthorizedOperation,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,1
2023-07-10 12:03:06+00:00,GetAccountSummary,iam.amazonaws.com,us-east-1,10.248.16.43,,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,0
2023-07-10 12:14:42+00:00,DescribeInstances,ec2.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,AccessDenied,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:19:29+00:00,ListBuckets,s3.amazonaws.com,us-east-1,AWS Internal,,benjamin,IAMUser,arn:aws:iam::123837392027:user/benjamin,,0,0,0,0,0.5217,0
2023-07-10 12:16:19+00:00,GetUser,account.amazonaws.com,us-east-1,AWS Internal,NoSuchBucketPolicy,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:06:50+00:00,DescribeInternetGateways,account.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,ThrottlingException,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:27:20+00:00,ListMFADevices,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:25:13+00:00,GetFunction20150331v2,lambda.amazonaws.com,us-east-1,rds.amazonaws.com,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:29:20+00:00,ModifyDBSnapshotAttribute,rds.amazonaws.com,us-east-1,3.225.16.109,AccessDenied,stratus-red-team-ec2-steal-credentials-role,AssumedRole,arn:aws:iam::123837392027:assumed-role/stratus-red-team-ec2-steal-credentials-role,exfiltration,1,1,0,23,0.5217,1
2023-07-10 12:27:32+00:00,GetBucketPolicy,s3.amazonaws.com,us-east-1,ec2.amazonaws.com,ThrottlingException,cloudtrail.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/cloudtrail.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:12:57+00:00,DescribeTrails,cloudtrail.amazonaws.com,us-east-1,10.248.16.43,AccessDenied,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,1
2023-07-10 12:33:56+00:00,DescribeAutoScalingGroups,account.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,ThrottlingException,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:02:10+00:00,ListBuckets,s3.amazonaws.com,us-east-1,10.248.16.43,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,0
2023-07-10 11:51:21+00:00,GetParameter,ssm.amazonaws.com,us-east-1,rds.amazonaws.com,Client.UnauthorizedOperation,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,22,0.4783,1
2023-07-10 12:26:53+00:00,DescribeInstances,ec2.amazonaws.com,us-east-1,inspector2.amazonaws.com,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:54:47+00:00,ListSecrets,secretsmanager.amazonaws.com,us-east-1,AWS Internal,NoSuchBucketPolicy,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.4783,1
2023-07-10 11:48:29+00:00,GetRegionOptStatus,account.amazonaws.com,us-east-1,10.107.112.14,,benjamin,IAMUser,arn:aws:iam::123837392027:user/benjamin,,0,0,0,0,0.4783,0
2023-07-10 12:22:01+00:00,DescribeSecurityGroups,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:15:03+00:00,ConsoleLogin,signin.amazonaws.com,us-east-1,inspector2.amazonaws.com,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,27,0.5217,0
2023-07-10 12:06:42+00:00,ListUsers,iam.amazonaws.com,us-east-1,rds.amazonaws.com,Client.UnauthorizedOperation,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 11:49:15+00:00,GetAccountAuthorizationDetails,account.amazonaws.com,us-east-1,rds.amazonaws.com,,cloudtrail.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/cloudtrail.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 12:27:52+00:00,GetCostAndUsage,ce.amazonaws.com,us-east-1,10.248.16.43,,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,0
2023-07-10 11:47:22+00:00,DescribeInternetGateways,account.amazonaws.com,us-east-1,lambda.amazonaws.com,AccessDenied,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 12:11:37+00:00,GetAccountAuthorizationDetails,account.amazonaws.com,us-east-1,lambda.amazonaws.com,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:01:27+00:00,LookupEvents,cloudtrail.amazonaws.com,us-east-1,10.248.16.43,,benjamin,IAMUser,arn:aws:iam::123837392027:user/benjamin,,0,0,0,0,0.5217,0
2023-07-10 12:15:09+00:00,DescribeTrails,cloudtrail.amazonaws.com,us-east-1,inspector2.amazonaws.com,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:53:14+00:00,GetRegionOptStatus,account.amazonaws.com,us-east-1,10.107.159.90,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.4783,0
2023-07-10 11:46:07+00:00,DescribeParameters,ssm.amazonaws.com,us-east-1,AWS Internal,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 12:04:41+00:00,DescribeLoadBalancers,account.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,Client.UnauthorizedOperation,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:11:54+00:00,GetCostAndUsage,ce.amazonaws.com,us-east-1,AWS Internal,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:30:37+00:00,DescribeParameters,ssm.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,NoSuchBucketPolicy,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 11:57:37+00:00,ListBuckets,s3.amazonaws.com,us-east-1,10.248.16.43,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.4783,0
2023-07-10 12:14:23+00:00,DescribeVolumes,account.amazonaws.com,us-east-1,10.248.16.43,,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,0
2023-07-10 12:23:45+00:00,GetRegionOptStatus,account.amazonaws.com,us-east-1,lambda.amazonaws.com,NoSuchBucketPolicy,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:18:19+00:00,DescribeTrails,cloudtrail.amazonaws.com,us-east-1,AWS Internal,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:23:43+00:00,DescribeSecret,secretsmanager.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:45:47+00:00,ListUsers,iam.amazonaws.com,us-east-1,rds.amazonaws.com,ThrottlingException,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 12:36:19+00:00,DescribeParameters,ssm.amazonaws.com,us-east-1,10.107.112.14,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,0
2023-07-10 12:03:46+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,inspector2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:07:40+00:00,DescribeSecret,secretsmanager.amazonaws.com,us-east-1,10.8.8.10,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,0
2023-07-10 12:29:58+00:00,DescribeRegions,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,cloudtrail.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/cloudtrail.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:24:44+00:00,GetBucketLogging,s3.amazonaws.com,us-east-1,AWS Internal,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:50:15+00:00,DescribeSecurityGroups,account.amazonaws.com,us-east-1,AWS Internal,AccessDenied,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 12:30:21+00:00,ListSecrets,secretsmanager.amazonaws.com,us-east-1,inspector2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:01:45+00:00,GetTrailStatus,account.amazonaws.com,us-east-1,AWS Internal,AccessDenied,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:35:52+00:00,ListTagsForResource,account.amazonaws.com,us-east-1,10.8.8.10,NoSuchBucketPolicy,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,1
2023-07-10 11:42:38+00:00,ListMFADevices,account.amazonaws.com,us-east-1,rds.amazonaws.com,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 11:48:46+00:00,DescribeAutoScalingGroups,account.amazonaws.com,us-east-1,lambda.amazonaws.com,,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 11:47:00+00:00,DescribeVolumes,account.amazonaws.com,us-east-1,rds.amazonaws.com,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 12:14:00+00:00,GetAccountAuthorizationDetails,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:07:28+00:00,DescribeSecret,secretsmanager.amazonaws.com,us-east-1,AWS Internal,,AWSServiceRoleForRDS,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForRDS,,0,0,0,0,0.5217,0
2023-07-10 12:26:11+00:00,CreateUser,iam.amazonaws.com,us-east-1,192.168.10.20,,stratus-red-team-ec2lui-role-pcccexdthk,AssumedRole,arn:aws:iam::123837392027:assumed-role/stratus-red-team-ec2lui-role-pcccexdthk,persistence,1,1,0,8,0.5217,0
2023-07-10 12:11:41+00:00,DescribeVpcs,ec2.amazonaws.com,us-east-1,10.8.8.10,,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,0
2023-07-10 12:22:02+00:00,GetAccountSummary,iam.amazonaws.com,us-east-1,AWS Internal,AccessDenied,AWSServiceRoleForAmazonInspector2,AssumedRole,arn:aws:iam::123837392027:assumed-role/AWSServiceRoleForAmazonInspector2,,0,0,0,0,0.5217,1
2023-07-10 12:11:59+00:00,GetFunction20150331v2,lambda.amazonaws.com,us-east-1,rds.amazonaws.com,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:53:22+00:00,DescribeDBInstances,rds.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 12:17:24+00:00,DescribeAutoScalingGroups,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,Client.UnauthorizedOperation,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:18:33+00:00,GetBucketAcl,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,ThrottlingException,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:07:56+00:00,GetAccountAuthorizationDetails,account.amazonaws.com,us-east-1,lambda.amazonaws.com,Client.UnauthorizedOperation,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 11:52:19+00:00,ListBuckets,s3.amazonaws.com,us-east-1,lambda.amazonaws.com,AccessDenied,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 11:50:47+00:00,GetTrailStatus,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,AccessDenied,ec2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/ec2.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 12:30:23+00:00,ListSecrets,secretsmanager.amazonaws.com,us-east-1,AWS Internal,,rds.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rds.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:43:36+00:00,GetTrailStatus,account.amazonaws.com,us-east-1,inspector2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.4783,0
2023-07-10 12:26:52+00:00,GetCostAndUsage,ce.amazonaws.com,us-east-1,inspector2.amazonaws.com,,rolesanywhere.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/rolesanywhere.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:05:48+00:00,DescribeSubnets,account.amazonaws.com,us-east-1,ec2.amazonaws.com,Client.UnauthorizedOperation,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:00:33+00:00,GetBucketLocation,account.amazonaws.com,us-east-1,ec2.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:57:09+00:00,DescribeDBInstances,rds.amazonaws.com,us-east-1,AWS Internal,ThrottlingException,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 12:34:59+00:00,DescribeInternetGateways,account.amazonaws.com,us-east-1,cloudtrail.amazonaws.com,,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 12:12:21+00:00,ConsoleLogin,signin.amazonaws.com,us-east-1,AWS Internal,AccessDenied,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,27,0.5217,1
2023-07-10 12:34:56+00:00,DescribeVolumes,account.amazonaws.com,us-east-1,lambda.amazonaws.com,AccessDenied,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.5217,1
2023-07-10 12:07:36+00:00,GetBucketLocation,account.amazonaws.com,us-east-1,lambda.amazonaws.com,,lambda.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/lambda.amazonaws.com,,0,0,0,0,0.5217,0
2023-07-10 11:44:54+00:00,DescribeVolumes,account.amazonaws.com,us-east-1,lambda.amazonaws.com,Client.UnauthorizedOperation,inspector2.amazonaws.com,AWSService,arn:aws:iam::123837392027:assumed-role/inspector2.amazonaws.com,,0,0,0,0,0.4783,1
2023-07-10 12:08:35+00:00,PutBucketPolicy,s3.amazonaws.com,us-east-1,52.45.102.28,,stratus-red-team-ec2-get-password-data-role,AssumedRole,arn:aws:iam::123837392027:assumed-role/stratus-red-team-ec2-get-password-data-role,exfiltration,1,1,0,16,0.5217,0
